dateOfTransfer,price,borough,lsoaCode,longitude,latitude,houseType,numberOfBedrooms,postcode
2016-11-28,441466,Bexley,E01095477,0.09906189386635367,51.54056892663946,NotDetached,5,NW16 1VP
2014-01-05,564866,Croydon,E01032455,-0.1874642433464883,51.44005929161935,SemiDetached,3,SE8 4OZ
2021-07-31,819934,Lambeth,E01026688,-0.021762846592654095,51.34693332625662,Flat,1,NW8 1XJ
2015-01-06,496231,Merton,E01088729,-0.2867427462340123,51.30859700974931,NotDetached,4,SW15 7BN
2021-12-02,561088,Ealing,E01027288,-0.20145234416860291,51.35621600966766,NotDetached,4,E16 5MN
2018-10-23,526526,Havering,E01034315,-0.03677584343618784,51.30483160991007,NotDetached,3,E10 8OL
2023-01-14,887304,Wandsworth,E01083664,-0.4852105340048389,51.55738425464086,Flat,1,SE2 4IQ
2015-07-20,574330,Redbridge,E01037310,-0.12103490142822215,51.66625171861269,SemiDetached,3,SW10 5XV
2020-01-01,721323,Enfield,E01087488,-0.1047812012797546,51.63148225397033,SemiDetached,5,NW3 5EJ
2022-08-08,927775,Islington,E01035272,-0.08111889573197228,51.53714921814147,SemiDetached,4,E1 6TZ
2022-11-16,876256,Hillingdon,E01036314,-0.2811140730106132,51.66927101095479,Detached,1,NW14 1FW
2022-02-25,446548,Hounslow,E01089647,-0.00691514469152732,51.519214578994266,NotDetached,2,E7 6IY
2018-11-05,409140,Hammersmith and Fulham,E01019410,0.137417559555866,51.41539110763313,NotDetached,5,NW17 8LE
2018-06-24,627428,Hackney,E01058867,0.21267007208744926,51.38296954480922,NotDetached,5,E16 1RN
2018-07-14,375404,Barnet,E01084456,0.13364643872043735,51.59554363980622,SemiDetached,4,W16 8MK
2021-08-13,602845,Westminster,E01014431,-0.24362206088337895,51.4161202601268,Detached,4,SW12 6WL
2014-01-20,568505,Westminster,E01065843,0.1711261539803689,51.53825759250144,NotDetached,4,N12 5HX
2018-05-29,819655,Harrow,E01037806,-0.22626509426194547,51.515631700265956,SemiDetached,1,W20 4KZ
2020-08-07,556028,Haringey,E01044448,-0.4516968850407461,51.538592610114655,NotDetached,4,E16 4WK
2014-04-04,499304,Brent,E01016724,-0.12176890988002609,51.54978186000548,SemiDetached,3,N11 3KH
2017-02-27,589432,Tower Hamlets,E01049312,-0.11059490835300301,51.307673129262625,Detached,1,SE12 1WZ
2021-01-31,775780,Enfield,E01022536,0.32576655343230543,51.32887229016846,Detached,2,N10 1EO
2017-04-05,824512,Lewisham,E01061955,0.16947238342056403,51.411514846765904,NotDetached,1,NW4 4VW
2019-10-12,544918,Bromley,E01060411,-0.04485826075831678,51.4251920577251,SemiDetached,4,W18 8IL
2016-07-22,945950,Haringey,E01063745,0.06614403833650928,51.66945693861439,Flat,1,E18 5XL
2015-06-30,340080,Waltham Forest,E01091386,-0.47409858302896796,51.34129797560966,Detached,1,SE20 8LW
2022-01-03,344164,Enfield,E01030640,0.04652952376010133,51.64823215845046,Detached,4,N6 8HL
2015-04-04,638075,Southwark,E01018295,-0.4371409503369582,51.40924261363946,Detached,4,SE11 7WS
2021-01-20,738799,Southwark,E01024642,-0.36687769798785486,51.57728694580751,Flat,5,N19 4DY
2014-03-25,586928,Hammersmith and Fulham,E01054468,-0.462956074909863,51.476394232503104,Flat,3,W16 7AR
2019-10-01,446061,Barnet,E01079060,-0.2981163375409596,51.47667242135741,NotDetached,3,E8 7SY
2019-08-02,863568,Hounslow,E01081415,0.30668157665878726,51.52674007620792,NotDetached,2,E14 4BI
2021-01-23,471697,Kensington and Chelsea,E01019652,0.14969920079950227,51.28680437325257,NotDetached,1,NW15 8KK
2021-11-05,543984,Lambeth,E01089562,-0.338727501524535,51.66009944194481,NotDetached,1,N15 1FG
2014-05-26,481180,Hounslow,E01033777,-0.1603448568531397,51.61697421999402,NotDetached,5,NW9 7IQ
2017-02-10,738231,Barking and Dagenham,E01080014,-0.2920378133271718,51.58690916517266,Flat,3,SW10 4SQ
2019-02-16,557712,Hackney,E01014114,-0.371209015551779,51.678307571491516,SemiDetached,1,SE7 4ML
2016-03-26,799494,Bexley,E01087763,-0.34254770371607723,51.418521283555535,SemiDetached,5,NW7 7DW
2022-11-29,722022,Enfield,E01031376,-0.4561155743161919,51.6245120893193,Detached,5,E16 6AT
2016-12-10,443544,Ealing,E01091434,0.33263150363412675,51.33308317828947,Detached,3,N16 9WF
2019-11-10,607990,Newham,E01078709,-0.3637837015455,51.55336703292814,Detached,5,N17 7CA
2020-12-26,874996,Tower Hamlets,E01073287,0.04086468747374927,51.67870847079054,NotDetached,1,E16 5XI
2014-09-06,487740,Lambeth,E01034860,0.036584007867504154,51.464466776521405,SemiDetached,2,SW13 8VE
2022-10-26,946715,Tower Hamlets,E01030524,0.11086633059063544,51.62725544716872,Detached,2,N13 9KZ
2018-10-13,463140,Camden,E01070074,0.0445490330078292,51.48255292252282,NotDetached,4,SE6 6FD
2022-03-24,472345,Southwark,E01052243,-0.1688859151845739,51.395698627629066,Detached,5,N5 4GI
2017-01-04,490036,Croydon,E01098485,0.00015439849249054838,51.39939235123183,Detached,4,SE2 6ZE
2015-09-01,668360,Hammersmith and Fulham,E01035784,-0.05465259942826034,51.46330281267233,SemiDetached,1,W18 6XP
2014-11-19,444594,Barking and Dagenham,E01092933,0.20638121188927971,51.69011749456643,Detached,5,SW16 6RK
2021-05-18,792360,Haringey,E01035071,-0.014060867669797916,51.52041787068837,Flat,2,N4 9GT
2016-02-07,422591,Greenwich,E01029857,-0.2505431807266752,51.68747630749883,Detached,3,SW3 6YK
2022-02-08,782592,Bexley,E01056412,-0.05012699227369383,51.34865419899324,NotDetached,4,W2 5SR
2022-04-22,797604,Merton,E01078455,-0.2912174845150197,51.51962671626087,NotDetached,5,W13 6RQ
2016-04-19,783552,Bexley,E01067566,0.14779733397153683,51.53217992983801,SemiDetached,5,W17 9NW
2017-07-21,542596,Kensington and Chelsea,E01049436,0.2547791623132388,51.411609426905066,NotDetached,3,N5 2QD
2021-05-03,370706,Barnet,E01041116,-0.06418790187619672,51.4616990090493,Detached,4,E3 9CK
2021-04-12,573384,Brent,E01023199,0.06515154305116899,51.31821816918457,Detached,5,NW2 1EI
2017-06-17,849976,Hounslow,E01016289,-0.09974510858319918,51.39958500984197,Detached,1,E20 8PI
2023-03-21,794616,Haringey,E01038392,-0.12006977124352836,51.310079895694436,Flat,1,SE3 1BG
2021-11-14,643895,Ealing,E01053475,-0.46338350527934746,51.62979241385937,Detached,1,N2 5GC
2016-12-23,542717,Barking and Dagenham,E01044329,-0.42754272506600866,51.37670319424523,SemiDetached,4,E18 9XE
2020-04-28,566302,Lambeth,E01072248,0.27498604135162774,51.62523496288043,NotDetached,3,NW17 8LD
2017-09-18,488816,Redbridge,E01071331,-0.16326635336978734,51.49748843285374,Detached,4,SE6 9ZE
2015-04-26,735747,Kensington and Chelsea,E01059880,0.12248583936678326,51.44025262274471,Flat,5,W16 9SV
2014-08-23,816885,Ealing,E01042255,0.12974025562834923,51.53976860976266,SemiDetached,3,W19 4SW
2014-07-17,381028,Barking and Dagenham,E01040035,-0.03886203317719622,51.65458874466765,Flat,5,NW19 3CP
2022-06-30,485992,Waltham Forest,E01014773,0.09293895987423983,51.338996772296596,SemiDetached,5,SW3 3LZ
2021-01-18,384652,Kingston upon Thames,E01046861,-0.28752187023874154,51.38991644849723,Flat,5,SW11 6UG
2020-07-14,838160,Westminster,E01057298,-0.4566355985784156,51.564328888293765,SemiDetached,1,N3 3PM
2019-10-12,558930,Greenwich,E01014251,-0.36226071067328436,51.63472334535014,Detached,4,W20 8UN
2018-11-08,780360,Islington,E01083946,-0.21450872631225387,51.410705973611606,Flat,3,SE16 7RJ
2022-10-20,529548,Hillingdon,E01013581,0.2498859317131964,51.296088311277444,SemiDetached,4,W17 4ZI
2021-09-20,929465,Westminster,E01061048,-0.1728955708854482,51.36285568207309,NotDetached,3,NW5 1MI
2014-08-30,743700,Hackney,E01097160,-0.22930368620014624,51.55431595462878,Detached,3,N11 9BN
2016-06-01,493105,Kensington and Chelsea,E01088480,-0.20227404383422165,51.49440018874492,NotDetached,4,NW6 6AV
2015-07-21,482257,Ealing,E01029407,0.3072220316891694,51.33281186594193,Detached,3,SE1 2DT
2016-10-13,754028,Islington,E01022413,-0.45565359467764516,51.56222991484995,Flat,3,SE8 5FD
2023-04-27,520632,Hillingdon,E01043348,0.17177791063705516,51.59474944543984,Detached,5,SW17 1RQ
2021-05-26,737722,Bromley,E01081431,-0.021852694093297875,51.3171476515633,Detached,4,N3 8EN
2014-04-11,342200,Hillingdon,E01083149,0.22728117755298172,51.49092669024694,Flat,3,E7 3SD
2017-03-15,810586,Kingston upon Thames,E01096918,-0.19326921880845427,51.48154611242317,NotDetached,5,W19 1EV
2023-03-24,445000,Ealing,E01025692,-0.0595454651330064,51.43283514807729,Flat,1,NW1 9KH
2018-11-06,320548,Merton,E01024666,-0.5058929233113675,51.36562670479519,Flat,3,N4 1SV
2016-03-04,636479,Westminster,E01053156,-0.22684547144038403,51.37302401682124,Flat,2,N3 2RI
2016-05-15,791240,Bromley,E01088829,0.24787419972926228,51.46014992998215,Detached,2,NW2 6EG
2019-05-20,435577,Hammersmith and Fulham,E01062666,0.31057434004148055,51.68919505953292,SemiDetached,1,N20 3SZ
2017-02-24,495504,Kensington and Chelsea,E01069483,-0.007028454716087595,51.56221859458738,SemiDetached,1,SW7 3EX
2022-06-04,792812,Newham,E01033593,-0.17029196527133805,51.45058494281383,Flat,2,E20 6AZ
2015-03-17,430827,Croydon,E01056589,-0.411618140651941,51.30149247239724,SemiDetached,1,SE20 5GI
2015-08-19,441782,Westminster,E01018160,0.28848794630743024,51.50998917788072,Detached,5,NW8 3BJ
2021-11-20,595996,Waltham Forest,E01090265,0.3315944189116977,51.4095211971556,Detached,2,NW10 7YM
2021-08-05,456420,Haringey,E01017043,0.331870107024962,51.58110843732586,NotDetached,2,E8 1KY
2018-12-08,532509,Camden,E01034398,-0.20493133930183466,51.44345562761619,NotDetached,4,E20 7QA
2020-12-27,627416,Bromley,E01039751,0.2208416163523671,51.58500966829605,Detached,1,NW2 3OX
2017-02-23,748554,Enfield,E01099841,-0.06730022911533173,51.52030109380411,Flat,1,N13 3RT
2014-02-06,376992,Brent,E01093233,0.3204387452413944,51.40339278040043,SemiDetached,2,SW6 4XR
2022-10-09,386586,Bexley,E01080737,-0.07036548902995049,51.41905858635648,NotDetached,5,NW15 8BC
2019-02-07,413256,Sutton,E01070713,-0.38607513593433257,51.505855583945944,NotDetached,1,SE12 6BU
2014-08-03,771870,Wandsworth,E01090308,-0.03796855805762078,51.472447407459946,SemiDetached,4,N15 8GL
2017-01-11,521750,Harrow,E01059964,0.006700500139447452,51.46907337864622,SemiDetached,5,SE15 4EZ
2019-12-27,586710,Tower Hamlets,E01035566,-0.49516751942199777,51.41095061360463,NotDetached,1,SW11 6MN
2020-05-25,781162,Greenwich,E01061270,0.21007513893375585,51.334315747918914,Detached,2,E8 3ZG
2020-05-03,367164,Wandsworth,E01074918,-0.13958577771762093,51.5510347369225,Detached,2,SW20 2MB
2019-06-01,747038,Lambeth,E01045660,0.0430204820432023,51.62098684986134,Detached,5,NW19 7ZG
2017-12-13,724488,Bromley,E01025992,-0.11260239359442831,51.36887168746937,Flat,5,W4 6VE
2020-01-06,477792,Barking and Dagenham,E01074001,-0.4027534019225573,51.29310800644774,SemiDetached,5,SE2 4IV
2020-12-01,581471,Islington,E01080515,-0.4926628811274356,51.674761063406606,SemiDetached,3,NW10 3IW
2020-10-08,617600,Tower Hamlets,E01032363,-0.2064372758181235,51.6582462356508,SemiDetached,4,NW13 4SB
2016-01-25,735465,Wandsworth,E01068850,-0.22311400616880872,51.36412479766509,NotDetached,2,E1 3BY
2018-12-03,340799,Camden,E01012015,-0.462838596102668,51.541092981970635,Detached,4,N13 9JZ
2023-05-18,492488,Kingston upon Thames,E01072443,-0.32182636436692885,51.567916043165724,NotDetached,5,SW7 3UN
2015-08-09,591064,Lambeth,E01092551,-0.05539287053599695,51.42683219557041,NotDetached,2,SE7 1NZ
2016-12-26,635150,Greenwich,E01051697,-0.14243784555414207,51.67123785752936,Detached,2,E3 8QH
2021-08-12,444542,Redbridge,E01068207,-0.23429170795519955,51.371273051452675,NotDetached,5,E6 7OP
2015-02-08,453876,Harrow,E01070588,-0.377550538824282,51.54128339368939,SemiDetached,2,SW19 9LJ
2016-09-21,328546,Hounslow,E01081044,-0.11012109388642455,51.4158880600843,Flat,1,E11 2XC
2022-06-01,546875,Hammersmith and Fulham,E01032755,0.2219504263721318,51.509550074340694,NotDetached,3,SE11 2WR
2023-08-18,507874,Lambeth,E01060174,0.3047324379554831,51.602614915479606,Flat,2,NW19 1ES
2023-02-04,417200,Enfield,E01094907,-0.09213704087621344,51.3217699655198,Flat,3,NW11 9FT
2022-05-17,372006,Hammersmith and Fulham,E01051429,0.2588359552322751,51.59637460270504,Detached,1,SW19 4YI
2014-01-11,788122,Haringey,E01072932,0.06870212492320205,51.41582326800359,SemiDetached,1,SW14 9LY
2019-02-20,722410,Bromley,E01040056,0.2723174308427989,51.681475978699964,SemiDetached,1,N16 4VW
2021-04-10,589724,Southwark,E01088283,-0.49959634174027606,51.636126250004644,Flat,1,SE5 9XM
2019-11-30,738581,Lambeth,E01060889,0.3179087785863044,51.51327480920624,SemiDetached,2,W6 5EY
2020-08-08,508015,Bromley,E01096355,-0.10427744370006936,51.63269169110832,Flat,2,N15 8WM
2018-12-31,729455,Greenwich,E01027673,0.05707511945740762,51.37883267201376,SemiDetached,3,SW4 5ZL
2019-01-17,405656,Croydon,E01053870,-0.0016825272564028326,51.59549409646406,NotDetached,4,E1 9OS
2022-09-18,635325,Enfield,E01065326,0.019531498856545815,51.37016540156538,Detached,4,SE10 3GT
2021-03-24,369144,Hounslow,E01084950,0.24520922821555258,51.68518273771305,SemiDetached,4,E15 6IR
2015-04-03,441164,Greenwich,E01046043,0.2627153715242111,51.488211548373975,SemiDetached,5,SE9 2OY
2023-04-11,517000,Southwark,E01043822,-0.1957207857265652,51.44306132280736,NotDetached,5,SW1 2SR
2022-02-26,355086,Lambeth,E01061169,-0.10431860455937919,51.61558555050336,SemiDetached,1,W17 7BS
2022-02-05,467036,Islington,E01059575,0.08875800860972238,51.47763746190383,Detached,5,SW2 1KC
2020-02-04,588544,Hammersmith and Fulham,E01089178,0.08418657570799726,51.36125292698467,SemiDetached,5,SE8 3TS
2020-06-20,769324,Bexley,E01084706,-0.24202983685360202,51.58977673188416,Flat,4,N11 5YT
2022-01-26,485628,Bromley,E01099734,-0.20291864734407655,51.55638635446606,NotDetached,5,NW11 6TX
2014-03-23,325993,Havering,E01054384,-0.32193183186419866,51.367514099920506,SemiDetached,2,SW13 9HJ
2022-10-14,544470,Southwark,E01039130,-0.4770713211196657,51.33491464031931,Detached,5,SE8 6PW
2018-01-16,727548,Islington,E01081560,0.15196156941354222,51.626914543169114,Detached,3,NW20 8FL
2021-05-24,446728,Islington,E01050254,-0.32274400749851184,51.53537834207403,Detached,2,SE11 4AC
2016-08-01,772916,Tower Hamlets,E01068651,-0.37508077892531533,51.404646118852135,SemiDetached,1,N4 4BW
2023-09-02,662080,Tower Hamlets,E01011358,0.07626186910560862,51.62892520065821,Flat,5,W12 7VW
2015-10-04,462268,Hounslow,E01069461,0.1417707859583992,51.614468072545975,SemiDetached,5,E12 7RN
2015-06-25,761875,Croydon,E01044558,-0.31502433225801757,51.45587246085395,SemiDetached,3,NW10 3XR
2017-07-31,744240,Bexley,E01041655,0.1654793694563017,51.56434635563345,Detached,5,N11 2DK
2018-07-26,549665,Barnet,E01019417,0.27215022687214796,51.43826826978363,Flat,1,NW19 6UK
2017-06-08,854975,Lambeth,E01078278,0.08867546643617696,51.456801138803705,Flat,3,E12 8CH
2021-03-30,686436,Wandsworth,E01059167,-0.5097184034168516,51.59316139842872,Detached,3,N14 5QZ
2020-05-20,509196,Hillingdon,E01069936,-0.10195231022182116,51.46340707281074,SemiDetached,4,SW20 6FA
2019-08-13,421948,Lambeth,E01014717,-0.1951100535676421,51.33175621431719,SemiDetached,3,SW10 1BL
2018-10-11,479983,Kensington and Chelsea,E01073461,0.06091730021368191,51.52662978959675,SemiDetached,4,SW2 8OZ
2019-11-05,610452,Richmond upon Thames,E01032039,0.016493916361149163,51.666054306572995,Flat,2,E5 4CM
2023-08-17,922495,Bromley,E01036088,-0.21919913018524234,51.445621005321144,NotDetached,3,E15 8OP
2018-07-27,841452,Kensington and Chelsea,E01059241,-0.4109884072991042,51.3835004190426,Detached,4,E19 3LK
2015-04-07,442032,Islington,E01046586,0.06307667016422636,51.41241927032391,NotDetached,5,W18 8JD
2015-09-12,420128,Wandsworth,E01039364,-0.14223557936542736,51.43454060060997,NotDetached,1,NW14 3LL
2020-06-05,503236,Hammersmith and Fulham,E01033551,0.1924562022146834,51.396500523111015,Flat,2,NW13 6JH
2018-05-09,581819,Brent,E01062515,-0.3541126243842005,51.55667994106989,Detached,1,NW13 2VJ
2015-01-17,359612,Hounslow,E01025746,-0.14945953186259475,51.572349143653845,Flat,5,E3 6EN
2016-12-08,420532,Richmond upon Thames,E01097732,-0.12158285076092434,51.57269819135357,Flat,2,N1 7OV
2014-07-01,349973,Croydon,E01083029,0.044668577463541914,51.57995849536009,Flat,4,SW15 4OT
2016-05-26,584328,Havering,E01043272,-0.1948451434739653,51.56957050875226,SemiDetached,3,N9 2ZK
2020-08-20,744596,Wandsworth,E01054380,0.2536646948291156,51.45646239916781,Detached,3,SW15 1TY
2019-03-18,526220,Bromley,E01071595,-0.33453081239767757,51.478805239051724,SemiDetached,1,E14 6WP
2014-07-11,536482,Hounslow,E01017685,-0.5058999691557957,51.55478882693244,Detached,5,N18 4XC
2023-08-14,632140,Hackney,E01091756,-0.1286165711115771,51.503093802553636,Flat,4,W19 4FF
2015-03-31,394224,Kensington and Chelsea,E01063966,-0.07278473592848944,51.44301577223621,NotDetached,1,E3 8AH
2020-12-05,725920,Lewisham,E01063376,0.008982187894764238,51.68033816857575,Flat,3,SW20 9ON
2017-10-09,635342,Westminster,E01084310,0.3282208784597336,51.38286261106016,NotDetached,1,N13 8PB
2018-12-04,682085,Kingston upon Thames,E01062471,0.07793887705994329,51.36686001938504,Detached,3,E12 5KV
2015-01-06,543320,Lambeth,E01014669,-0.2825326258905747,51.624651719678525,NotDetached,4,SW3 4RG
2015-10-24,514675,Southwark,E01073007,-0.3758795606391586,51.610774474018356,Flat,4,NW3 4HQ
2015-05-13,687770,Hounslow,E01080264,-0.44706030238593736,51.34347329292019,SemiDetached,1,E18 4LP
2020-09-16,644765,Richmond upon Thames,E01013545,-0.2737053393820532,51.681179371957136,NotDetached,2,N10 1BL
2023-10-31,733302,Southwark,E01035501,0.1514839016979348,51.562970341869956,Flat,5,SW2 5IX
2021-08-01,787816,Greenwich,E01058341,-0.1683263353438838,51.673051974869466,SemiDetached,1,NW7 9WJ
2015-07-11,489236,Ealing,E01082772,0.018694678593608516,51.35055340152649,SemiDetached,2,NW7 2KH
2018-01-25,605950,Ealing,E01039498,-0.3575517058034807,51.37644312838273,SemiDetached,5,SE4 4XD
2015-02-18,722002,Kensington and Chelsea,E01040758,-0.3478268108903364,51.35625043304064,NotDetached,5,E16 6WR
2016-06-13,935185,Kingston upon Thames,E01080634,-0.07712922971921882,51.6313618045055,SemiDetached,2,W12 4UX
2018-11-18,327406,Redbridge,E01061322,0.015717740960083604,51.49443065199256,NotDetached,2,E7 9ES
2020-10-16,516733,Hounslow,E01097046,-0.272461197804726,51.32940165032084,SemiDetached,2,W3 3JK
2020-06-06,537080,Bromley,E01018485,-0.4096513453891088,51.67983224045054,NotDetached,5,NW7 7JG
2019-06-04,587892,Enfield,E01062783,0.004930460063147235,51.41958504614577,NotDetached,4,NW2 5LE
2015-05-17,449165,Tower Hamlets,E01047440,0.22607819369651838,51.29813244293813,Detached,4,E14 7UH
2017-04-10,465330,Harrow,E01054139,-0.19845752506122544,51.457345538018096,Detached,3,W16 6XJ
2020-05-12,383694,Bromley,E01018494,-0.3801098252853242,51.466463688106295,Flat,3,W7 3YJ
2015-12-19,796462,Lewisham,E01013465,0.19246754382422815,51.42618184220187,NotDetached,3,SW9 5PQ
2015-10-10,460177,Haringey,E01084999,0.17784116444617792,51.582697298775805,NotDetached,5,SE6 4LZ
2022-11-30,540741,Lambeth,E01063418,-0.4069311421210595,51.40163840085413,NotDetached,5,NW14 4MX
2014-04-05,372159,Greenwich,E01039572,-0.3429247793733494,51.53991832969238,NotDetached,3,SE11 3PC
2019-11-28,784272,Barnet,E01060034,-0.10669634865428979,51.561365559505646,SemiDetached,1,N8 8BM
2022-05-03,553688,Hillingdon,E01023662,0.0497621137334503,51.29521042893728,Flat,2,W2 3LR
2020-08-06,427408,Richmond upon Thames,E01068545,0.30422586925525885,51.3017276982735,NotDetached,5,SE3 7VD
2015-09-21,850264,Havering,E01045196,-0.4415903623674636,51.61083344423982,NotDetached,4,E10 7TZ
2017-02-26,636650,Southwark,E01017284,-0.3163838983801719,51.54340677933713,Detached,2,SW19 2CX
2018-06-28,510430,Bromley,E01069357,-0.31483919387886355,51.59557271113079,Detached,1,SE13 7EM
2014-08-03,843070,Brent,E01068334,-0.11531527153437338,51.37094158009436,SemiDetached,5,SW6 9GC
2016-12-24,490176,Lambeth,E01010575,-0.046402403367525935,51.302899095893274,SemiDetached,2,E18 8DG
2023-11-09,594338,Hounslow,E01088792,-0.400132398448396,51.67593499261202,SemiDetached,4,SE10 3SL
2021-04-29,597674,Greenwich,E01039294,-0.26561005206488764,51.5983165972693,SemiDetached,3,E12 8AF
2023-01-31,527350,Bexley,E01052427,-0.31918611866742447,51.453704119068185,Flat,4,W9 6VF
2015-04-17,531433,Haringey,E01028351,0.2541550458785804,51.521219801431705,Flat,2,E4 1BG
2017-04-25,325931,Kensington and Chelsea,E01028113,-0.035717979063878025,51.60703960363217,NotDetached,5,SW18 3SD
2014-03-09,537147,Westminster,E01038075,0.18125876932714757,51.4658229410597,NotDetached,4,SE1 1UG
2019-06-30,734818,Bromley,E01086720,0.07157623290815696,51.62959521442149,Flat,1,E19 2QH
2017-02-01,866030,Merton,E01079136,0.24651969519852135,51.62734030436408,NotDetached,4,SW4 3RH
2022-09-11,397146,Waltham Forest,E01070905,0.29685038951376963,51.34740297687809,SemiDetached,5,N8 7DP
2023-08-20,543098,Ealing,E01017893,-0.09089716449350632,51.40625617068978,Detached,5,SE13 3ZK
2015-10-06,446110,Westminster,E01052032,-0.2639464841790324,51.67928103991037,SemiDetached,3,NW7 7XA
2015-09-03,375950,Brent,E01028452,-0.4879527128446699,51.343339771816986,Detached,5,SE6 8RF
2017-12-01,569477,Lewisham,E01049647,0.07353467790988233,51.58735927230348,NotDetached,2,N9 4GH
2015-11-17,748535,Westminster,E01071503,0.04899360226378735,51.66763185660777,Flat,3,SE20 1YJ
2023-10-16,826770,Redbridge,E01048441,0.16179345798797362,51.42227415135507,Flat,4,N6 1YA
2020-12-13,578332,Tower Hamlets,E01025179,-0.009853210504161547,51.40316992448445,Flat,2,SW8 9WG
2018-01-03,480734,Tower Hamlets,E01039294,0.02800996794111743,51.499330501292896,Detached,4,SE14 4UZ
2022-04-28,467016,Hammersmith and Fulham,E01051228,-0.5017418124157733,51.44901734147719,SemiDetached,5,N12 4AR
2019-03-17,498244,Ealing,E01086630,0.11472230688785057,51.61855142258911,Detached,1,E17 8XE
2016-10-11,467196,Hounslow,E01015603,-0.0739957037618944,51.574215408735114,Flat,5,NW10 3PV
2014-03-15,386655,Tower Hamlets,E01060921,-0.3902909724226414,51.482976139054216,SemiDetached,2,N3 6UC
2016-07-31,530914,Kensington and Chelsea,E01054274,-0.20548186108139138,51.30244883740463,SemiDetached,4,NW15 8XR
2017-02-26,841212,Lambeth,E01044533,-0.07878140727699523,51.37836609485122,Flat,2,SW2 9FW
2018-04-01,743400,Redbridge,E01047324,0.019953351371818306,51.64177676300855,NotDetached,3,SE3 3KP
2016-02-26,519780,Westminster,E01047630,-0.3551334594185347,51.33531053611026,Detached,2,NW17 5EL
2020-03-11,509280,Hackney,E01067400,-0.26437287292595246,51.66557460169063,Detached,5,NW4 1FO
2015-10-13,528530,Tower Hamlets,E01056809,0.26779970430337585,51.296229732639986,Detached,1,SW3 9PN
2021-11-07,563236,Barking and Dagenham,E01078164,-0.19720310110073297,51.56098536077878,NotDetached,5,NW3 8WM
2018-05-18,740248,Redbridge,E01032145,-0.3126758279949879,51.60035769217776,Flat,4,SE15 4MG
2017-11-16,598620,Richmond upon Thames,E01061395,0.1933884025315855,51.654099980870306,Flat,4,NW19 4RW
2014-03-24,789932,Waltham Forest,E01054143,-0.017406006300561327,51.386787567156475,SemiDetached,3,W14 6LQ
2014-11-11,577024,Haringey,E01083123,-0.2775150310599914,51.299642781147426,Detached,4,W10 1UR
2014-04-07,411152,Tower Hamlets,E01084751,0.23998278241282855,51.56344161160324,Detached,3,SW11 4CG
2017-12-30,436728,Barking and Dagenham,E01023687,-0.010861918395993708,51.340258770835135,SemiDetached,1,SW11 8OU
2023-12-28,897708,Harrow,E01087172,0.05810895279437378,51.47818153175695,Flat,1,W20 3UG
2016-04-28,543968,Sutton,E01053669,0.14912233713481915,51.398374918741034,SemiDetached,5,SW6 2EU
2017-07-24,426351,Croydon,E01018035,0.0366191795397548,51.327553005413094,Detached,5,N13 3EA
2020-01-12,449305,Hackney,E01026764,0.10047680893816424,51.576372482079414,Detached,1,SE16 9GB
2015-08-27,639941,Kingston upon Thames,E01025455,0.13121590746538392,51.557695762817836,Detached,5,SE13 7NT
2021-01-27,656685,Croydon,E01033952,0.047272131437809284,51.57396615556935,Detached,1,W11 9QI
