Ward name,Affluence_Score,Green_Space_Score,Health_Score,Housing_Affordability_Score,Transport_Score,Employment_Score,Safety_Score,Education_Score
Barnet - Edgware,1.4636960134801278,9.031565030573459,6.911544227886056,9.15236258675474,0.6787330316742081,2.276080084299262,9.753800618861831,5.63175303197354
Barnet - Finchley Church End,2.189184125791152,8.037194054617384,8.800599700149926,8.932914436294213,0.9502262443438912,2.655426765015805,9.878021435938832,7.320837927232634
Barnet - Garden Suburb,3.0726452230674077,8.880434672629587,8.725637181409292,8.04022443128433,1.3574660633484161,2.7081138040042148,9.865016368447016,9.704520396912903
Barnet - Golders Green,1.724336648220599,7.624646288857635,5.96701649175412,8.851034624710117,1.3122171945701355,2.0126448893572197,9.777568500829634,6.0396912899669255
Barnet - Hale,1.4841287492426742,8.95153103383148,5.292353823088451,9.325934586321441,0.5429864253393666,2.4236037934668078,9.837660881653887,5.563395810363839
Barnet - Hendon,1.4755941105515085,7.802319738009235,5.307346326836581,9.467948942219452,0.7692307692307693,2.0442571127502647,9.79281582133728,7.406835722160972
Barnet - High Barnet,2.070597567134958,9.415478635678367,6.461769115442277,9.259273185624096,0.9502262443438916,2.8661749209694425,9.698192744069239,6.7431091510474115
Barnet - Mill Hill,1.8486860052741658,9.37298270820475,6.476761619190404,8.956983703267676,0.4977375565610858,2.434141201264489,9.796403426162607,6.12789415656009
Barnet - Oakleigh,1.8219755442612495,8.406234085106526,6.1319340329835095,9.419843470865302,0.9502262443438912,2.7186512118018986,9.827794968384232,6.332965821389195
Barnet - Totteridge,2.3123831143433424,9.445090877203633,6.3418290854572685,8.63310825522446,0.6334841628959276,2.550052687038988,9.786537512892956,6.732083792723267
Barnet - Underhill,1.3135893578862146,8.84721364996172,4.827586206896551,9.347912494017173,0.5429864253393666,2.1917808219178085,9.56500291492892,3.783902976846749
Barnet - West Finchley,1.8617673385183915,7.475539546507745,6.896551724137926,9.362735055497666,1.4027149321266965,2.8345626975763976,9.773980896004305,6.32194046306505
Barnet - West Hendon,1.0986347864861283,8.261410662430563,6.4467766116941485,9.479234407410733,1.176470588235294,2.1074815595363545,9.704022601910399,5.684674751929441
Barnet - Woodhouse,1.442573056616755,7.728693857314864,5.037481259370314,9.40783333375413,1.2217194570135745,2.5816649104320346,9.621507690927844,5.404630650496143
Bexley,2.1245662836852546,8.803368645425447,4.182908545727134,9.768524880562886,0.7239819004524884,2.6765015806111707,9.627785999372168,4.8710033076074986
Bexley - Barnehurst,1.4428359979884984,8.804751449414669,3.6881559220389812,9.768513759508952,0.85972850678733,2.9610115911485773,9.711646262164223,6.08158765159868
Bexley - Belvedere,0.9272079680000349,8.751260543880418,2.6236881559220393,9.980431153041692,0.8144796380090497,2.4130663856691266,9.73586259473519,4.2425578831312025
Bexley - Blackfen and Lamorbey,1.7262320172752477,7.891763547263229,5.96701649175412,9.67832231266945,0.588235294117647,3.108535300316123,9.906273823938292,6.063947078280043
Bexley - Blendon and Penhill,1.6782233051511308,8.253147565421806,6.956521739130431,9.693347157103943,0.4977375565610858,3.2033719704952595,9.92017579263644,5.678059536934949
Bexley - Brampton,1.7275686359149427,8.229875986091015,4.767616191904047,9.573124957244056,0.7239819004524886,3.0453108535300317,9.847526794923539,4.5358324145534725
Bexley - Christchurch,1.6609349099590136,8.51932046988354,6.611694152923533,9.69335106450127,0.9502262443438912,3.1822971548998957,9.547961792008609,5.336273428886438
Bexley - Colyers,1.0299632648991892,7.64306119076287,2.8635682158920535,9.77758703667435,0.40723981900452483,2.349841938883035,9.78339835867079,3.0297684674751935
Bexley - Cray Meadows,1.1487470295841908,9.51800849244011,3.283358320839577,9.663350969521458,0.7239819004524884,2.5711275026343534,9.685187676577426,5.567805953693494
Bexley - Crayford,1.079713963611105,9.058748933385948,5.052473763118438,9.824152392343088,0.40723981900452483,2.7608008429926247,9.746625409211177,4.3792723263506055
Bexley - Danson Park,1.4842383081475672,8.663165811689078,4.167916041979011,9.7211687277887,0.8144796380090497,2.887249736564806,9.721512175433876,5.680264608599781
Bexley - East Wickham,1.2299082663289331,8.346233882744967,4.392803598200898,9.739972927146757,0.6787330316742081,2.7081138040042156,9.75066146463967,4.738699007717751
Bexley - Erith,0.8879311005958906,9.164415394318361,2.023988005997002,9.97593494099289,0.6334841628959276,2.1496311907270806,9.652002331943137,2.9062844542447652
Bexley - Falconwood and Welling,1.5313595931420507,7.849098985156779,3.898050974512743,9.67831419730577,0.588235294117647,3.003161222339305,9.945289026413741,4.829106945975743
Bexley - Lesnes Abbey,1.159856302540342,8.427583229623034,4.527736131934031,9.746002041224365,0.7692307692307689,2.2971548998946263,9.822862011749406,4.1168687982359415
Bexley - Longlands,1.735906068577301,8.659422122840212,5.697151424287852,9.768521273734583,0.8144796380090497,2.9399367755532153,9.12910892865151,5.572216097023153
Bexley - North End,0.5331574547713452,9.355006256344877,3.178410794602699,9.905360432155739,0.7692307692307693,1.6649104320337198,9.677564016323602,2.538037486218303
Bexley - Northumberland Heath,1.3256408374244457,8.021544760690594,4.482758620689653,9.768509551542596,0.4977375565610858,2.7291886195995785,9.873985380510337,4.088202866593164
Bexley - Sidcup,1.7731232285694563,8.659590757473044,5.307346326836581,9.678331029171186,0.995475113122172,2.8345626975763976,9.64931162832414,7.040793825799342
Bexley - St. Mary's,2.0799977211747778,9.230621351168132,7.5712143928035935,9.57312405553698,0.7239819004524884,3.119072708113804,9.761872729718823,6.908489525909596
Bexley - St. Michael's,1.4774347001537114,7.3109521448638946,4.602698650674662,9.678331930878262,0.497737556561086,2.961011591148579,9.9511188842549,5.497243660418967
Bexley - Thamesmead East,0.7702538808503085,9.183707196314321,1.99400299850075,9.948938432282459,0.7692307692307693,1.5911485774499479,9.859186510605856,4.489525909592063
Brent,1.5954405966139726,7.540767422487091,3.898050974512743,9.362785851662935,1.8552036199095023,2.023182297154901,9.393246333916318,4.213891951488425
Brent - Alperton,0.6787283717026876,7.660228196385148,5.5172413793103425,9.768668251987933,1.1312217194570136,2.139093782929401,9.839006233463383,3.739801543550167
Brent - Barnhill,1.047722763382346,8.231832147831865,2.6686656671664144,9.519089259021609,0.588235294117647,1.7386722866174926,9.721960626037042,4.6482910694597575
Brent - Brondesbury Park,1.6383219519890968,7.405758535441941,4.737631184407799,9.122322816663594,2.8959276018099542,2.5289778714436255,9.726445132068703,5.206174200661523
Brent - Dollis Hill,0.6498157767014224,8.03854313168004,5.472263868065966,9.600229370234553,0.995475113122172,1.496311907270812,9.73810484775102,3.2921719955898565
Brent - Dudden Hill,0.9206453895969434,6.960023473940891,3.793103448275861,9.032147299982434,1.9909502262443435,1.917808219178083,9.733171891116193,4.315325248070562
Brent - Fryent,1.1543783572956916,8.314395664066321,4.722638680659671,9.72719513674508,0.7692307692307689,2.0021074815595368,9.744383156195346,3.733186328555678
Brent - Harlesden,0.21268670206880072,4.714552157005588,1.754122938530736,9.601798039977362,2.3076923076923075,1.2118018967334039,9.68339387416476,2.945975744211686
Brent - Kensal Green,1.0479966606445787,5.41907392605034,3.7181409295352297,9.01713928741336,3.3031674208144794,2.2128556375131723,9.717924570608547,3.48180815876516
Brent - Kenton,1.8792529397393156,8.21129244955295,6.1469265367316295,9.197417282502542,0.5429864253393666,2.3919915700737624,9.825552715368403,6.441014332965823
Brent - Kilburn,1.0061342030849596,3.514413202068135,3.5682158920539724,9.183614852293768,4.11764705882353,2.223393045310855,9.679357818736266,2.7761852260198463
Brent - Mapesbury,1.2877444122219535,6.204034414955869,4.392803598200896,9.167401257364393,2.624434389140271,2.402528977871444,9.71882147181488,4.163175303197354
Brent - Northwick Park,1.758584761890154,8.39311431067221,4.962518740629688,9.107278435242463,0.6787330316742081,2.118018967334037,9.729584286290864,5.422271223814775
Brent - Preston,1.194641254843873,7.831358621782874,4.06296851574213,9.467950445064577,1.0407239819004523,2.0442571127502647,9.796851876765773,5.508269018743111
Brent - Queens Park,1.9516494640926163,6.563732086786127,6.596701649175408,8.483608828890501,4.615384615384615,2.9820864067439414,9.795954975559443,6.189636163175303
Brent - Queensbury,1.102042068428301,7.320800407421273,4.662668665667167,9.419867516387322,0.588235294117647,2.118018967334037,9.815238351495584,5.88313120176406
Brent - Stonebridge,0.07752388110229388,8.609438817668861,2.218890554722639,9.768819137638612,1.3574660633484161,0.8429926238145419,9.312525225346427,3.206174200661522
Brent - Sudbury,0.9279639244437967,7.601678251865942,3.043478260869567,9.768676968489666,0.995475113122172,2.0758693361433096,9.811650746670255,4.632855567805955
Brent - Tokyngton,0.8840855830341461,7.960060573560113,2.578710644677662,9.550605123595785,1.1312217194570136,2.1917808219178085,9.704471052513565,4.090407938257991
Brent - Welsh Harp,0.7186406807552116,7.9970590120034135,3.2683658170914516,9.640872614398674,0.8144796380090497,1.801896733403584,9.752903717655501,3.8478500551267905
Brent - Wembley Central,0.6548007068740545,6.760123980182059,5.307346326836577,9.768528487391189,1.7647058823529413,1.9178082191780814,9.609399524642361,5.04079382579934
Brent - Willesden Green,0.6907579394599405,6.468554700015852,2.5037481259370327,9.28915455583893,2.4886877828054295,2.2023182297154897,9.682048522355263,2.2778390297684696
Bromley,3.2977668608415653,9.337636889163202,6.461769115442274,9.513040307388335,0.9502262443438912,2.8345626975763976,9.38517422305933,6.068357221609703
Bromley - Bickley,2.4277924647576388,8.981885267741207,7.121439280359815,9.077193880366554,0.6787330316742081,3.003161222339305,9.689223732005917,7.8147739801543565
Bromley - Biggin Hill,1.7428082795855604,9.64327029770758,7.5262368815592176,9.708531904259868,0.04524886877828038,3.329820864067441,9.953809587873895,4.467475192943772
Bromley - Bromley Common and Keston,1.69516111184759,9.410959227518473,6.011994002998495,9.46795976270436,0.7239819004524884,2.718651211801897,9.7291358356877,5.92943770672547
Bromley - Bromley Town,2.0175053218238053,8.419151497981442,6.851574212893551,9.537073506078768,1.4932126696832575,3.4351949420442573,9.563657563119422,6.7056229327453165
Bromley - Chelsfield and Pratts Bottom,2.1721696278612677,9.660774572595523,8.620689655172413,9.317641886914632,0.40723981900452483,3.129610115911487,9.881160590160993,6.9768467475192955
Bromley - Chislehurst,2.324774226486742,9.558210988907213,6.356821589205394,9.332677852403055,0.4977375565610858,2.9083245521601686,9.779362303242298,7.007717750826905
Bromley - Clock House,1.8194556894487102,7.719756221774778,6.191904047976009,9.591935167982617,1.7647058823529407,3.161222339304532,9.824655814162071,5.525909592061744
Bromley - Copers Cope,1.9852730920042814,8.42714477957767,6.971514242878561,9.573139384557269,1.2669683257918551,3.3719704952581675,9.784295259877124,7.181918412348401
Bromley - Cray Valley East,0.7867644078176852,9.660032580211062,4.122938530734634,9.792601361192956,0.45248868778280543,2.328767123287671,9.687878380196421,3.0011025358324135
Bromley - Cray Valley West,0.7326751764720061,8.564615732262165,5.322338830584709,9.76858228924671,0.5429864253393664,2.086406743940992,9.763666532131486,3.7993384785005513
Bromley - Crystal Palace,0.9843100692302722,8.200128836859484,3.0434782608695694,9.768581387539633,2.5339366515837103,2.286617492096945,9.682496972958427,3.719955898566703
Bromley - Darwin,1.9482202703694655,10.0,6.596701649175408,9.182388530670725,0.0,2.8977871443624874,9.747970761020675,5.1797133406835725
Bromley - Farnborough and Crofton,2.143267988750491,9.332206853986017,7.451274362818588,9.332682962076484,0.6334841628959276,2.9399367755532135,9.631822054800663,8.396912899669243
Bromley - Hayes and Coney Hall,2.2610438115104774,9.548531360982668,7.9910044977511205,9.193652655461213,0.7692307692307689,3.024236037934669,9.910309879366787,6.915104740904081
Bromley - Kelsey and Eden Park,2.15488123266915,8.998107919419628,7.406296851574209,9.25273400591063,1.0407239819004523,2.9399367755532153,9.735414144132024,5.603087100330763
Bromley - Mottingham and Chislehurst North,0.7970300772061605,8.612642875692666,3.658170914542727,9.768577480142305,0.6334841628959276,2.118018967334037,9.754697520068165,4.86218302094818
Bromley - Orpington,1.4301819444733557,8.819827385589834,5.757121439280358,9.498016965798971,0.7692307692307689,2.687038988408852,9.677564016323602,6.019845644983461
Bromley - Penge and Cator,1.2081498678171814,8.055339141110087,3.5082458770614675,9.558172850513678,2.0361990950226243,2.4025289778714454,9.711646262164223,4.769570011025361
Bromley - Petts Wood and Knoll,2.5756093392392887,8.953082472453533,9.310344827586205,9.062152504635677,0.678733031674208,2.9188619599578516,9.927799452890264,8.094818081587654
Bromley - Plaistow and Sundridge,1.5792587463612744,8.746302685675163,5.862068965517237,9.631943309796373,1.176470588235294,2.7291886195995794,9.769496389972645,6.335170893054027
Bromley - Shortlands,2.5186167969139444,8.676386766903093,9.010494752623682,9.113259758845055,0.85972850678733,3.003161222339305,9.871294676891342,6.522601984564501
Bromley - West Wickham,2.321136870844293,8.880637034188986,8.08095952023988,9.09221451683469,0.5429864253393666,3.0663856691253955,9.868155522669177,6.796030871003308
Camden,4.701358859097388,6.504204061396496,5.037481259370312,8.491162729633233,4.524886877828054,2.0337197049525817,6.260370420198215,3.982359426681369
Camden - Belsize,3.0250199671104165,4.656406935605179,6.641679160419788,7.96512635861708,3.122171945701358,2.8240252897787164,9.895062558859141,3.6030871003307614
Camden - Bloomsbury,1.671419697157275,6.105113339336726,3.1034482758620694,8.836803583071328,4.886877828054298,1.138040042149631,8.989640791066865,4.3550165380374875
Camden - Camden Town with Primrose Hill,2.274815365855529,6.3966151656498,6.791604197901046,8.074866814859218,5.339366515837104,2.4341412012644903,9.333602403695235,4.7012127894156555
Camden - Cantelowes,1.531589666842326,4.848178240061518,4.827586206896551,8.836838749647281,6.244343891402715,1.7492096944151736,9.737207946544688,5.131201764057332
Camden - Fortune Green,2.38060544442022,5.990171973598563,5.787106446776611,8.791682461568943,3.39366515837104,2.834562697576396,9.839903134669717,2.476295479603089
Camden - Frognal and Fitzjohns,3.8618089709022496,7.290007723466184,,7.6494913109702765,2.8054298642533935,2.3709167544783987,9.934526211937754,9.109151047409043
Camden - Gospel Oak,1.6335232719547825,4.51981288301141,4.317841079460271,8.716630977100607,4.7963800904977365,1.886195995785038,9.84393919009821,4.893054024255789
Camden - Hampstead Town,4.139146382748416,8.518173754380285,,6.943173037467611,2.760180995475113,3.1717597471022128,9.738553298354185,6.800441014332968
Camden - Haverstock,1.1663860132719652,3.9631162331070264,3.1634182908545716,8.87502273804676,4.524886877828054,1.601685985247629,9.643481770482982,3.250275633958104
Camden - Highgate,2.49533552962418,8.87800633391681,7.826086956521731,8.566307991637448,6.063348416289591,2.3919915700737624,9.805820888829095,3.691289966923925
Camden - Holborn and Covent Garden,1.6534520367548213,6.239447687850549,4.182908545727138,8.461134080596022,4.93212669683258,2.613277133825079,9.016547827256828,4.624035281146637
Camden - Kentish Town,1.7698364614226658,5.395532531307019,4.167916041979013,8.626118823111161,6.470588235294118,2.5711275026343516,9.730481187497197,4.149944873208379
Camden - Kilburn,1.0563779168688938,4.133504666120292,3.3283358320839564,9.113367663125121,3.484162895927602,2.023182297154901,9.568590519754249,3.6780595369349505
Camden - King's Cross,0.85424173734129,3.0093187498102862,5.247376311844074,8.641486316234442,5.701357466063348,0.0,9.64706937530831,3.642778390297684
Camden - Regent's Park,1.0046442019784148,6.343326621674947,2.833583208395803,8.716634283359886,4.886877828054298,1.0010537407797684,9.344813668774385,4.813671444321943
Camden - St. Pancras and Somers Town,0.5920344102608487,6.39809915041872,2.908545727136435,9.122442142566621,4.705882352941176,0.6849315068493151,9.047490918875285,2.9062844542447626
Camden - Swiss Cottage,2.7685863943178375,6.637459148260197,5.067466266866565,8.294240123632456,3.619909502262443,2.613277133825079,9.859634961209021,2.734288864388093
Camden - West Hampstead,2.323952534700044,5.406291420881689,6.581709145427287,8.648928705868801,3.755656108597285,3.024236037934669,9.830934122606397,3.9558985667034188
City of London,4.223692989654353,9.181447492234375,5.3673163418290795,8.22060071244477,4.977375565610859,10.0,9.401318444773308,4.615214994487321
Croydon,2.198660971064398,8.587415134621029,4.257871064467764,9.723450046690392,1.0407239819004523,2.402528977871444,9.386071124265662,4.522601984564497
Croydon - Addiscombe,1.4254928233439346,6.374692663381665,4.077961019490257,9.76852277657971,1.7194570135746603,2.781875658587987,9.687878380196421,5.111356119073873
Croydon - Ashburton,1.4852462500725825,8.164951652450767,4.197901049475259,9.476994266465502,0.8144796380090497,2.5184404636459448,9.844387640701378,4.687982359426683
Croydon - Bensham Manor,0.9287089249970695,6.070914235798435,3.958020989505248,9.779788704784348,1.0859728506787327,2.0758693361433096,9.754249069464997,4.052921719955901
Croydon - Broad Green,0.649760997248976,7.609401718049639,2.7886056971514255,9.825672369903806,1.7194570135746603,1.8440463645943104,9.582492488452397,3.969128996692394
Croydon - Coulsdon East,1.9315125373732813,9.500639125258433,6.656671664167908,9.39280788818159,0.27149321266968307,2.7713382507903073,9.821516659939908,5.2017640573318635
Croydon - Coulsdon West,2.36460984430584,9.102728845628484,4.97751124437781,9.434863806764413,0.5429864253393664,2.9399367755532153,9.829588770796896,6.449834619625136
Croydon - Croham,1.8854649296467492,8.481377677496383,5.067466266866562,9.768506545852345,1.0859728506787327,3.0558482613277143,9.813892999686084,5.428886438809261
Croydon - Fairfield,1.5403215115622992,8.328560973224194,3.2383808095952036,9.810607850357982,1.990950226244344,2.887249736564805,9.068119646620925,3.6979051819184114
Croydon - Fieldway,0.18000528073921582,7.408220601081286,2.9835082458770623,9.85883445102931,0.4524886877828052,1.116965226554268,9.662316695815955,2.1962513781697917
Croydon - Heathfield,1.6143614194889953,9.528531293528815,6.146926536731634,9.738452649017011,0.3167420814479637,2.8029504741833513,9.808063141844926,4.740904079382581
Croydon - Kenley,2.0951606736119706,9.245494925783898,6.461769115442274,9.49800374076186,0.4072398190045246,2.8661749209694425,9.860531862415355,5.309812568908492
Croydon - New Addington,0.4062334634527928,8.488865055194116,1.6491754122938562,9.7836368900147,0.3619909502262442,1.7597471022128564,9.52733306426297,3.576626240352811
Croydon - Norbury,1.2883360303083757,7.763331410898519,3.808095952023986,9.46795405189288,1.2217194570135745,2.286617492096945,9.696398941656577,4.692392502756342
Croydon - Purley,2.143081738612173,8.815915062108136,6.2518740629685094,9.558106124190072,0.8144796380090497,2.8029504741833513,9.646172474101977,6.553472987872107
Croydon - Sanderstead,2.4108108344992223,9.3489691364895,8.080959520239876,9.340190875758351,0.1809954751131221,2.8661749209694425,9.895959460065475,6.4762954796030865
Croydon - Selhurst,0.6737105738585879,7.346534052391408,1.409295352323838,9.879781106399392,1.5384615384615379,1.8229715489989464,9.500426028073006,3.8522601984564493
Croydon - Selsdon and Ballards,2.224078636999576,9.414804097147039,7.661169415292348,9.485952726263251,0.22624434389140272,3.024236037934669,9.785640611686622,5.259095920617419
Croydon - Shirley,1.5845723532485856,8.277970583374648,5.652173913043472,9.558138886213824,0.40723981900452483,2.5816649104320346,9.847078344320373,3.6957001102535845
Croydon - South Norwood,1.0262820856947843,7.683229960303407,3.5532233883058453,9.798600718937063,1.67420814479638,2.202318229715491,9.688775281402753,5.025358324145536
Croydon - Thornton Heath,0.9491745284310833,6.71189447519216,2.488755622188903,9.768540810721225,1.0859728506787327,2.0021074815595368,9.71657921879905,3.078280044101435
Croydon - Upper Norwood,1.3557695362700235,7.910347083801295,3.3883058470764587,9.64906732830325,1.583710407239819,2.31822971548999,9.80985694425759,4.643880926130098
Croydon - Waddon,1.0483362932497469,8.407414527536348,3.8380809595202425,9.78884665292946,1.2669683257918551,2.3814541622760816,9.642136418673482,4.156560088202868
Croydon - West Thornton,0.8045019945198634,7.027376146293917,3.2833583208395787,9.813614141748593,1.0407239819004523,1.8124341412012637,9.535853625723126,4.090407938257991
Croydon - Woodside,0.9676899833580022,7.436247677057933,3.853073463268368,9.768541111290249,1.3574660633484161,2.2233930453108535,9.764563433337818,3.7949283351708947
Ealing,2.260265943285737,7.947716518436825,4.302848575712142,9.353750746763742,1.855203619909502,2.276080084299262,9.4080452038208,4.904079382579934
Ealing - Acton Central,1.2522363711461288,7.088253248746202,5.382308845577207,8.806730750387404,3.0316742081447963,2.286617492096945,9.790125117718283,5.5964718853362765
Ealing - Cleveland,1.8267523125145846,7.766333107362926,5.502248875562218,9.017123657824046,1.7647058823529407,2.2023182297154897,9.844836091304543,5.689084895259095
Ealing - Dormers Wells,0.46985431952416357,7.972202267124003,3.5532233883058453,9.723481606438044,1.0407239819004523,1.3909378292939942,9.71433696578322,3.80374862183021
Ealing - Ealing Broadway,2.2429885039841095,7.379485259646744,6.296851574212889,9.137409878886313,2.624434389140271,2.9715489989462585,9.671734158482444,6.928335170893054
Ealing - Ealing Common,2.030816728768306,7.742049720235144,4.317841079460268,8.908898069469197,2.5339366515837103,2.834562697576396,9.812099197273419,4.778390297684674
Ealing - East Acton,0.860639977387042,8.512237815304605,3.2683658170914516,9.346248543893358,3.0316742081447963,2.286617492096945,9.732274989909863,4.282249173098125
Ealing - Elthorne,1.523712381580518,7.530075986765555,3.9130434782608683,9.291388985972684,2.5339366515837103,2.687038988408852,9.755594421274496,4.747519294377067
Ealing - Greenford Broadway,0.5956827217937859,7.638676690309243,3.3433283358320813,9.771557622027716,1.3122171945701355,1.9810326659641744,9.653796134355803,4.194046306504961
Ealing - Greenford Green,1.136410696893238,8.60046745520221,3.91304347826087,9.597186409422862,0.85972850678733,2.687038988408852,9.770841741782144,5.2238147739801555
Ealing - Hanger Hill,2.158715794340406,8.42539097939622,6.371814092953519,8.959965047429192,1.7194570135746603,2.613277133825081,9.868603973272343,4.610804851157664
Ealing - Hobbayne,1.22306083477312,7.843466588420198,5.262368815592201,9.359032045106513,1.8552036199095023,2.402528977871444,9.802233284003767,5.0959206174200675
Ealing - Lady Margaret,0.8193800938043344,6.8561782670430595,3.6131934032983497,9.663304381322543,0.8144796380090497,1.9704952581664903,9.773532445401138,5.4068357221609755
Ealing - North Greenford,1.252915636356465,8.478746977224207,4.2278860569715135,9.482965971859285,0.7239819004524884,2.5816649104320346,9.92241804565227,4.754134509371556
Ealing - Northfield,2.56760058329161,6.959450116189263,7.646176911544222,8.671424794564075,2.624434389140271,3.2455216016859856,9.84976904793937,8.035281146637267
Ealing - Northolt Mandeville,0.7551676196465409,8.193889355444707,3.7631184407796088,9.618269823699436,0.9049773755656109,2.0758693361433096,9.766805686353647,3.475192943770674
Ealing - Northolt West End,0.3815388862899082,8.575846798808765,3.9730134932533727,9.840388229380334,0.6334841628959276,1.4857744994731301,9.742140903179514,4.167585446527013
Ealing - Norwood Green,0.4329877480276656,8.78481883581395,3.3433283358320813,9.746043219180825,0.8144796380090497,1.0958904109589043,9.514776447374322,4.8710033076074986
Ealing - Perivale,1.2042495708029903,8.5016138334362,4.2428785607196415,9.415338542314768,1.176470588235294,2.5289778714436255,9.861428763621687,5.841234840132305
Ealing - South Acton,1.0103850885948087,6.932232486450207,2.0539730134932523,9.197502343536689,3.0316742081447954,2.1917808219178085,9.534059823310463,3.7486218302094803
Ealing - Southall Broadway,0.3148832485530006,6.884576339211938,3.7331334332833563,9.76853089194339,0.9049773755656109,1.2118018967334039,9.551100946230772,5.298787210584347
Ealing - Southall Green,0.2290767142407953,6.86423900249242,3.0734632683658147,9.789562307778594,0.9502262443438912,1.2644889357218128,9.690569083815419,4.050716648291069
Ealing - Southfield,2.751747190635781,6.759685530136696,5.892053973013491,8.175495220531703,3.2126696832579187,3.1717597471022128,9.954706489080229,5.30760749724366
Ealing - Walpole,2.321136870844293,6.991322061794476,5.397301349325334,8.67895495035381,3.0316742081447954,3.1717597471022128,9.811202296067089,7.735391400220511
Enfield,1.7745694061140442,8.724649998819556,3.7781109445277314,9.663335339932145,0.995475113122172,1.917808219178083,9.498632225660343,4.262403528114664
