Price,Date,Postcode,Year
490000,2020-07-31,SW14 7NG,2020
550000,2020-08-12,E16 1UX,2020
306000,2020-08-28,SE15 3PS,2020
500000,2020-08-07,SW18 4HF,2020
310000,2020-07-31,SE7 7JN,2020
680000,2020-07-17,SW8 2FW,2020
660000,2020-08-24,SE23 3LD,2020
790000,2020-08-12,TW11 9NH,2020
1295000,2020-07-15,SW11 8EU,2020
300000,2020-05-28,SE11 4DJ,2020
490000,2020-07-29,SE15 3PD,2020
480000,2020-07-17,SE10 0XN,2020
700000,2020-07-31,SW17 8QE,2020
266500,2020-07-10,SE12 0AQ,2020
660000,2020-07-31,SE17 1FQ,2020
1022000,2020-08-04,SE1 3GU,2020
424000,2020-08-13,SE5 8DJ,2020
707000,2020-07-27,SW12 8AT,2020
725000,2020-08-18,SW4 8QF,2020
450000,2020-08-18,E20 1HU,2020
430000,2020-07-16,SE7 7HX,2020
434500,2020-08-11,SE24 9QP,2020
600000,2020-07-27,E16 2JX,2020
500000,2020-07-31,SE24 0HU,2020
490000,2020-08-10,E16 2JX,2020
550000,2020-08-24,SE13 5PL,2020
500000,2020-07-22,SW2 2LA,2020
490000,2020-03-06,BR6 7SH,2020
287000,2020-02-14,DA15 8QJ,2020
280000,2020-02-14,DA7 4PS,2020
607000,2020-12-21,BR4 0ES,2020
535000,2020-11-19,BR6 9DT,2020
407000,2020-12-17,BR3 1HP,2020
417500,2020-12-04,BR5 3JN,2020
490000,2020-12-11,TN16 3TD,2020
650000,2020-12-14,BR4 9BQ,2020
567500,2020-12-08,BR1 4AS,2020
480000,2020-04-30,DA15 7PB,2020
560000,2020-12-15,BR3 3HA,2020
407000,2020-12-02,BR1 3QE,2020
670000,2020-12-08,BR6 7JE,2020
405000,2020-12-17,DA15 7PH,2020
585000,2020-02-14,BR2 8QA,2020
600000,2020-02-20,DA7 6DB,2020
540000,2020-02-10,BR7 6ES,2020
1655000,2020-03-30,EC1A 7BF,2020
515000,2020-08-28,SE14 6FE,2020
470500,2020-02-24,E14 0TU,2020
440000,2020-04-24,RM10 7LB,2020
460000,2020-05-18,E4 9DT,2020
458000,2020-06-05,IG5 0LY,2020
405000,2020-06-08,IG1 1SG,2020
308000,2020-05-21,E4 6RL,2020
420000,2020-05-13,RM7 0NB,2020
469995,2020-06-25,IG5 0TG,2020
435000,2020-07-01,E12 6LB,2020
307500,2020-06-16,RM3 8XS,2020
430000,2020-06-01,E4 7NW,2020
425000,2020-06-09,IG7 4NQ,2020
770000,2020-06-04,E17 3JG,2020
250000,2020-06-30,RM9 6JR,2020
425000,2020-06-22,RM1 4DR,2020
510000,2020-05-22,RM2 5AX,2020
430000,2020-05-19,E4 7SP,2020
419995,2020-06-11,IG6 2NL,2020
340000,2020-06-08,RM6 5LH,2020
240000,2020-06-10,IG8 7NA,2020
699950,2020-12-18,SE6 1SU,2020
1170000,2020-12-22,E5 0DS,2020
975000,2020-12-01,SW16 6RH,2020
1400000,2020-12-11,N19 3TS,2020
950000,2020-12-21,SW16 1JH,2020
425000,2020-12-17,N16 0NB,2020
1300000,2020-12-22,SW11 6RR,2020
605000,2020-10-27,SW17 0BT,2020
1100500,2020-12-16,SE22 0BD,2020
520000,2020-12-16,SE18 3EG,2020
1680000,2020-11-06,SE3 7JU,2020
875000,2020-12-18,SW15 1LR,2020
986000,2020-12-17,SE22 9PF,2020
6900000,2020-12-18,W11 3NB,2020
1360000,2020-12-15,N4 2ED,2020
1086250,2020-12-11,E5 0LZ,2020
1015000,2020-12-21,E5 8AG,2020
510000,2020-12-15,SE27 9HE,2020
485000,2020-12-16,SE6 1TW,2020
825000,2020-12-18,SE27 0SE,2020
1300000,2020-12-04,W12 9QQ,2020
450000,2020-12-18,SE18 1AY,2020
865000,2020-12-21,SE13 7NP,2020
468000,2020-12-04,SE3 9BE,2020
795000,2020-12-16,SW11 5UQ,2020
792500,2020-12-22,SW6 5ED,2020
650000,2020-12-11,SE4 2DB,2020
735000,2020-12-16,SE23 3XP,2020
1570700,2020-12-18,N1 8LD,2020
1280000,2020-12-11,SE22 0AX,2020
1131000,2020-12-18,N4 3DB,2020
950000,2020-12-22,N4 3BS,2020
1375000,2020-12-01,SW6 6JZ,2020
430000,2020-05-06,RM9 5XU,2020
380000,2020-05-22,E6 5QQ,2020
345000,2020-05-11,E13 9NJ,2020
480000,2020-06-01,IG7 4AW,2020
355500,2020-05-22,E6 2SL,2020
325000,2020-02-24,DA15 8TF,2020
460000,2020-02-28,TN16 3LH,2020
490000,2020-02-06,BR1 4AN,2020
360000,2020-08-14,SE9 5AX,2020
1325000,2020-06-26,SW12 0DR,2020
642000,2020-07-10,KT9 2GP,2020
333500,2020-07-10,SE28 8RJ,2020
375000,2020-07-24,SE9 5RH,2020
480000,2020-08-07,TW12 1NZ,2020
750000,2020-07-10,SW17 8QQ,2020
2000000,2020-08-03,SW17 7HE,2020
1650000,2020-08-03,SW17 7AP,2020
610000,2020-08-14,SW11 5YB,2020
478000,2020-06-11,SW20 8PR,2020
1256500,2020-07-15,SW11 1QB,2020
173000,2020-07-01,CR4 1XS,2020
561400,2020-07-16,SW19 4JH,2020
1250000,2020-08-05,SE1 9HN,2020
310000,2020-08-07,SW11 5QZ,2020
915000,2020-08-21,SE9 1AL,2020
840000,2020-08-21,SW12 8BN,2020
670000,2020-08-11,SW12 9PU,2020
365000,2020-07-31,KT1 3AY,2020
450000,2020-08-20,KT9 2DJ,2020
645000,2020-07-16,SW11 5SB,2020
500000,2020-08-20,SE13 7DX,2020
430000,2020-08-28,SW19 6QD,2020
285000,2020-08-21,KT2 7AB,2020
475000,2020-08-04,SE26 5AP,2020
315000,2020-08-12,SW16 1EG,2020
387500,2020-07-17,CR4 3EQ,2020
450000,2020-06-10,SW16 6TX,2020
212000,2020-07-30,SE6 3HU,2020
450000,2020-07-22,KT1 3QW,2020
1304000,2020-07-31,SW15 1QS,2020
593000,2020-08-07,SE5 8NF,2020
120000,2020-08-26,SW17 7GH,2020
395000,2020-08-14,SW15 2LG,2020
377500,2020-08-24,SW16 2EH,2020
545000,2020-08-21,SE22 0HU,2020
412500,2020-03-27,SW12 9HZ,2020
335000,2020-07-27,SW2 4DQ,2020
582000,2020-08-12,E15 1DJ,2020
322500,2020-07-10,SE6 1LP,2020
230500,2020-08-20,IG11 8LD,2020
640000,2020-08-10,SW9 8FZ,2020
285000,2020-07-24,SW16 3HN,2020
575000,2020-09-03,SE4 1NY,2020
400000,2020-07-29,SW16 6PP,2020
475000,2020-08-07,SE17 3JF,2020
504000,2020-03-13,SW12 8UB,2020
165000,2020-06-30,SE4 1PD,2020
450000,2020-07-31,SE8 5DT,2020
400000,2020-08-04,SE14 5NS,2020
232000,2020-08-10,SW16 3NR,2020
575000,2020-08-07,SW9 6AR,2020
925000,2020-07-31,SW11 2PZ,2020
830000,2020-08-25,SW4 0AB,2020
475000,2020-08-07,SW2 2LJ,2020
205000,2020-07-10,SE3 0PP,2020
385000,2020-08-21,SW16 2JS,2020
445000,2020-08-17,SW2 4JW,2020
300000,2020-07-24,SW17 6AS,2020
723000,2020-08-18,SE5 8NY,2020
1250000,2020-07-03,SW11 7AB,2020
597500,2020-08-17,SW17 8EG,2020
500000,2020-05-29,IG8 7ES,2020
475000,2020-06-26,RM12 6SE,2020
328500,2020-06-22,RM5 2EL,2020
450000,2020-06-09,RM12 4HZ,2020
365000,2020-06-02,IG11 7XW,2020
280000,2020-05-29,RM10 9SL,2020
285000,2020-02-28,RM3 7EQ,2020
320000,2020-06-26,RM8 1UP,2020
345000,2020-06-02,E6 5PY,2020
389000,2020-05-22,RM7 8PX,2020
495000,2020-06-05,RM12 6RQ,2020
500000,2020-06-02,E17 8BN,2020
330000,2020-05-04,IG7 4NG,2020
250000,2020-05-29,IG2 6UF,2020
325000,2020-06-01,E16 2NL,2020
415000,2020-06-19,RM11 2SR,2020
230000,2020-04-27,RM11 1BA,2020
335000,2020-06-05,E7 0HZ,2020
233500,2020-06-05,RM3 0XB,2020
300000,2020-06-16,RM8 1QS,2020
230000,2020-07-01,E13 8LH,2020
415000,2020-06-15,RM10 7DJ,2020
380000,2020-05-22,RM11 1ED,2020
640000,2020-06-12,E11 4PR,2020
252500,2020-06-12,RM12 6TT,2020
368000,2020-05-21,E6 2HS,2020
660000,2020-06-09,E4 9EB,2020
400000,2020-05-14,E6 3HU,2020
340000,2020-06-12,E11 2HN,2020
370000,2020-02-21,DA15 8TB,2020
362500,2020-02-05,DA15 8PJ,2020
425000,2020-06-04,RM3 0XN,2020
640000,2020-02-28,IG3 9PZ,2020
358000,2020-06-05,IG1 2HA,2020
455000,2020-05-29,E7 0HW,2020
317500,2020-03-06,E4 6XW,2020
289000,2020-06-25,IG11 7QT,2020
325000,2020-06-01,RM8 1BU,2020
680000,2020-03-17,E6 5TQ,2020
300000,2020-06-11,RM8 2LH,2020
297500,2020-05-18,E10 5NU,2020
710000,2020-06-19,E4 7LG,2020
223000,2020-06-19,E16 4BD,2020
390000,2020-05-05,RM9 4NA,2020
530000,2020-05-22,N22 6PU,2020
260000,2020-06-01,N15 3RX,2020
412500,2020-03-27,E16 1NT,2020
362500,2020-06-18,N14 4DX,2020
295000,2020-05-29,E11 3RZ,2020
321000,2020-06-17,RM7 8NX,2020
300000,2020-03-16,RM10 7HL,2020
1365000,2020-03-30,N1 5AT,2020
390000,2020-06-17,RM6 4EJ,2020
525000,2020-06-05,IG3 8LU,2020
355000,2020-05-29,E14 9UR,2020
492500,2020-06-19,E3 2ER,2020
345000,2020-06-10,RM8 3HX,2020
625500,2020-05-22,E6 5TU,2020
233000,2020-04-27,E16 3TR,2020
175000,2020-07-03,EN1 2HR,2020
338000,2020-06-03,RM8 2XS,2020
245000,2020-06-15,E1W 3EL,2020
400000,2020-05-21,E17 4LF,2020
297000,2020-06-12,RM10 8PB,2020
425000,2020-02-14,BR2 7LE,2020
376500,2020-02-21,DA15 8AN,2020
665000,2020-12-21,BR2 8QG,2020
525000,2020-12-15,DA14 4JJ,2020
475000,2020-12-18,DA7 5EN,2020
475000,2020-12-17,DA5 3EF,2020
548000,2020-12-11,DA7 6QB,2020
440000,2020-12-14,DA15 8BB,2020
410000,2020-12-10,BR5 2BB,2020
617500,2020-11-24,DA5 3AA,2020
410000,2020-12-04,BR3 4AS,2020
385000,2020-11-03,DA5 3EG,2020
345000,2020-12-21,DA17 6HH,2020
400000,2020-12-14,DA15 8BB,2020
565000,2020-10-23,BR2 9PG,2020
551000,2020-11-30,DA7 5EW,2020
2192000,2020-02-14,BR6 6HN,2020
750000,2020-12-21,BR2 8QA,2020
580000,2020-12-11,BR2 8PL,2020
915000,2020-12-04,BR7 5DX,2020
406000,2020-06-30,E5 9SS,2020
305000,2020-03-31,RM10 8ND,2020
387000,2020-05-15,RM12 5AR,2020
500000,2020-05-29,IG3 8NB,2020
600000,2020-05-21,IG4 5NF,2020
420000,2020-05-18,RM5 2QH,2020
395000,2020-05-28,E10 7LZ,2020
570000,2020-05-15,E16 3TY,2020
267500,2020-06-19,N17 6UN,2020
300000,2020-05-04,RM13 7AJ,2020
615000,2020-05-18,RM1 4HN,2020
375000,2020-05-22,E5 9SU,2020
480000,2020-06-26,E6 5UR,2020
437500,2020-06-26,E15 4DR,2020
355000,2020-06-05,RM9 5JL,2020
317000,2020-06-26,RM3 8JB,2020
605000,2020-06-11,RM2 5AJ,2020
305000,2020-05-29,RM11 1FH,2020
485000,2020-06-12,E11 4PZ,2020
580000,2020-06-05,EN1 3DJ,2020
860000,2020-06-05,E18 2HY,2020
400000,2020-05-14,E7 0NN,2020
450000,2020-05-22,N8 8AX,2020
430000,2020-05-15,RM7 0QL,2020
375000,2020-05-22,RM3 8JU,2020
401000,2020-04-24,E10 6PP,2020
350000,2020-06-18,EN3 6AT,2020
560000,2020-06-25,N4 1BD,2020
693500,2020-06-23,E17 3JQ,2020
466000,2020-06-03,RM11 1HL,2020
455000,2020-06-04,IG11 9DZ,2020
175000,2020-05-22,N9 8PJ,2020
320000,2020-06-26,RM13 9AH,2020
460000,2020-02-27,BR1 3JX,2020
365000,2020-05-20,E13 8HL,2020
360000,2020-06-25,RM11 1PQ,2020
230000,2020-06-05,RM7 0QP,2020
165000,2020-06-12,E17 4HS,2020
390000,2020-06-02,E6 3PN,2020
350000,2020-06-25,EN1 3QA,2020
300000,2020-06-12,RM8 3AJ,2020
425000,2020-05-29,E9 5RU,2020
520000,2020-06-02,E3 2QN,2020
175000,2020-05-15,EN1 3PT,2020
365000,2020-05-01,E7 9LG,2020
390000,2020-01-31,DA14 6LQ,2020
2050000,2020-12-11,SW6 6PR,2020
1710000,2020-12-14,SW6 7AR,2020
935000,2020-12-22,N4 3BZ,2020
1100000,2020-12-18,W9 3AB,2020
1100000,2020-12-18,W6 9BA,2020
995000,2020-12-23,N4 3AB,2020
1790000,2020-12-18,N5 1TP,2020
308000,2020-12-04,SE23 2RT,2020
932000,2020-12-21,W12 9AG,2020
5000000,2020-12-16,W8 7JG,2020
760000,2020-12-18,SW11 5LQ,2020
697000,2020-12-11,SW17 7EY,2020
553000,2020-12-17,SE6 4EW,2020
361500,2020-11-27,SE18 1EP,2020
1125000,2020-12-16,SE13 5BN,2020
658000,2020-12-18,E3 4BP,2020
510000,2020-12-18,SE6 4DB,2020
995000,2020-12-18,E9 5SL,2020
330000,2020-12-16,SE12 9PF,2020
885000,2020-12-18,SW17 8NE,2020
622000,2020-12-18,SE3 8DJ,2020
947500,2020-12-02,W12 9LA,2020
1110250,2020-11-19,NW6 1PT,2020
2000000,2020-12-21,SW11 2RF,2020
1390000,2020-12-21,SW8 2XT,2020
1910000,2020-12-21,SW6 2AH,2020
580000,2020-12-10,SE13 6SF,2020
2760000,2020-10-16,NW8 9AT,2020
1200000,2020-12-11,SW16 2SL,2020
890000,2020-11-24,SE10 0JU,2020
2210000,2020-12-18,SW6 5AX,2020
441000,2020-05-22,E11 2JT,2020
325000,2020-06-05,E4 6LP,2020
400000,2020-05-29,E16 4JW,2020
445000,2020-06-11,RM11 2DD,2020
450000,2020-06-09,E3 2EB,2020
375000,2020-05-15,E1 4ES,2020
1185000,2020-05-27,N6 5YT,2020
380000,2020-06-12,E1 3HB,2020
432000,2020-02-07,E8 2AG,2020
410000,2020-06-24,N22 7SX,2020
317000,2020-06-11,IG7 4EZ,2020
315000,2020-06-30,RM3 9LH,2020
275000,2020-06-09,E4 6UH,2020
268000,2020-06-19,EN3 6NG,2020
375000,2020-06-30,RM10 8XD,2020
390000,2020-06-19,E3 2UH,2020
410000,2020-04-01,E11 4PP,2020
782220,2020-06-05,N16 7RJ,2020
525000,2020-06-04,RM3 0PB,2020
350000,2020-06-10,RM12 4ED,2020
350000,2020-05-01,IG7 4JJ,2020
415000,2020-05-21,RM12 5BG,2020
625000,2020-02-19,BR2 9DA,2020
880000,2020-02-26,BR2 6BH,2020
390000,2020-02-28,BR6 9BY,2020
1010116,2020-02-17,BR3 3LS,2020
695000,2020-02-17,BR6 9RB,2020
390000,2020-01-17,BR1 3LB,2020
570000,2020-02-14,BR5 1AR,2020
485000,2020-07-31,SE13 5DD,2020
775000,2020-08-28,TW10 7YH,2020
600000,2020-07-10,SW16 2SE,2020
308750,2020-07-28,SE23 2SJ,2020
465000,2020-06-19,SE17 3SH,2020
294995,2020-08-14,SE23 3XF,2020
417000,2020-07-24,SW16 6QH,2020
2750000,2020-09-01,SE3 0QP,2020
450000,2020-08-07,SE23 2NR,2020
462000,2020-08-24,SE1 6DX,2020
1300000,2020-08-06,KT2 7LF,2020
2175000,2020-08-06,SW4 9RR,2020
352000,2020-07-20,SW12 9JH,2020
194000,2020-06-26,SE18 1PJ,2020
900000,2020-08-21,SE23 2DD,2020
262000,2020-07-31,SE12 9HT,2020
630000,2020-07-08,SE4 1PY,2020
725000,2020-08-27,SE16 5XX,2020
212000,2020-07-30,SE8 4LF,2020
640000,2020-08-10,SE3 9BB,2020
535000,2020-08-28,SE16 6YL,2020
360000,2020-07-31,BR1 5LQ,2020
599250,2020-08-26,SW12 0HG,2020
615000,2020-08-28,SE16 4NF,2020
282500,2020-05-28,SW17 0LD,2020
350000,2020-07-29,SE15 2SS,2020
1120000,2020-08-05,SE10 8NT,2020
340000,2020-07-10,SE8 3LH,2020
378750,2020-07-31,SE3 9QE,2020
500000,2020-07-24,TW2 6RB,2020
575000,2020-08-07,SE3 8RN,2020
600000,2020-08-14,SW17 8TD,2020
292000,2020-08-14,SE15 2HP,2020
682500,2020-01-31,SW11 6LS,2020
300000,2020-08-14,E16 4AH,2020
1989214,2020-02-07,TW11 9FG,2020
500000,2020-02-10,SE15 3RG,2020
251000,2020-02-17,SE15 5DB,2020
1035000,2020-02-13,SE1 1AY,2020
550000,2020-01-24,SE15 2EZ,2020
430000,2020-01-24,SE15 2EZ,2020
505000,2020-01-31,SW15 4JY,2020
390000,2020-01-31,SW15 4JY,2020
600000,2020-01-21,TW12 1BZ,2020
580000,2020-02-07,TW12 1BZ,2020
519000,2020-01-31,SW11 3GS,2020
711000,2020-02-07,SW17 7ET,2020
578500,2020-02-27,E16 1YH,2020
750000,2020-03-06,SW8 2FL,2020
1200000,2020-02-28,SE13 5GA,2020
953250,2020-03-03,SW11 4FS,2020
780000,2020-03-06,SW17 7ET,2020
325000,2020-04-28,N13 4HX,2020
377000,2020-06-10,RM12 5JT,2020
161500,2020-05-29,EN2 7ER,2020
331000,2020-05-22,RM8 3HD,2020
425000,2020-03-27,RM13 7AP,2020
835000,2020-05-05,E2 8ER,2020
425000,2020-05-28,RM7 0PL,2020
270000,2020-05-29,EN3 4EY,2020
255000,2020-05-15,RM14 1EY,2020
425000,2020-04-29,N16 7HB,2020
364000,2020-03-31,RM12 4PU,2020
395000,2020-04-30,EN3 7JH,2020
585000,2020-04-02,RM1 3QX,2020
317500,2020-07-08,E13 9JF,2020
320000,2020-05-06,RM7 7AF,2020
400000,2020-06-22,E4 6TT,2020
615000,2020-06-01,N15 5HU,2020
347500,2020-06-26,RM5 3BG,2020
150000,2020-05-15,RM7 0TJ,2020
230000,2020-06-10,IG2 6PH,2020
610000,2020-06-10,E8 4JJ,2020
400000,2020-06-12,RM6 4NP,2020
310800,2020-05-15,IG7 4NL,2020
450000,2020-06-11,E12 6AN,2020
445000,2020-05-22,RM3 0TL,2020
265000,2020-06-29,IG11 9PR,2020
325500,2020-06-04,RM5 2PT,2020
295000,2020-06-03,IG6 3DH,2020
480000,2020-03-16,E10 7HN,2020
305000,2020-06-05,EN2 8HG,2020
240000,2020-06-22,E11 1JN,2020
565000,2020-06-08,IG4 5NB,2020
981150,2020-03-09,SW11 4FS,2020
1250000,2020-02-19,SE13 5GA,2020
320000,2020-02-28,SE13 6HP,2020
740000,2020-02-10,SW11 4FS,2020
375000,2020-06-23,RM5 2RX,2020
345000,2020-05-29,E6 3EG,2020
275000,2020-06-05,EN2 7PR,2020
385000,2020-06-11,RM9 6JL,2020
362500,2020-07-01,RM11 3TS,2020
749950,2020-06-03,E4 9NJ,2020
510000,2020-05-15,RM14 1SL,2020
475000,2020-05-28,E4 6DU,2020
332000,2020-07-02,RM5 2AS,2020
360000,2020-07-01,N21 2PP,2020
225000,2020-04-17,RM8 1TY,2020
432500,2020-06-16,RM11 2AU,2020
450000,2020-05-29,E4 8LA,2020
320000,2020-06-17,E15 4PB,2020
700000,2020-06-17,E8 2HE,2020
415000,2020-06-26,E1 0LJ,2020
555000,2020-06-12,E2 7NN,2020
315000,2020-06-04,E15 1SJ,2020
477850,2020-05-14,IG3 8XE,2020
360000,2020-06-24,E12 6EN,2020
420000,2020-06-05,RM11 1NF,2020
265000,2020-05-22,E16 2NW,2020
507500,2020-06-05,E11 4RJ,2020
279000,2020-06-05,E1 8LG,2020
1100000,2020-06-01,N1 5BP,2020
627500,2020-05-21,N22 8DF,2020
390000,2020-05-29,E3 4BQ,2020
543000,2020-06-22,E15 2BB,2020
498000,2020-04-02,RM11 1FR,2020
680000,2020-05-19,N8 8HU,2020
240000,2020-05-22,E13 0AD,2020
320000,2020-04-30,RM11 2BZ,2020
545000,2020-05-22,N8 7LP,2020
590000,2020-12-01,DA6 7HN,2020
745000,2020-12-04,BR6 9EE,2020
385000,2020-12-16,DA15 8RN,2020
500000,2020-11-27,BR3 3DW,2020
540000,2020-12-08,BR3 6NR,2020
425000,2020-11-20,BR2 9RR,2020
450000,2020-12-16,DA14 4NE,2020
402500,2020-09-11,DA7 4RP,2020
530000,2020-12-04,DA15 8HF,2020
286000,2020-12-21,DA7 4LA,2020
5380000,2020-05-20,NW8 9LY,2020
620000,2020-03-30,SE23 2SR,2020
560000,2020-12-17,SW16 5AE,2020
900000,2020-12-07,SE23 2TR,2020
730000,2020-11-26,SW16 6BW,2020
1065000,2020-12-18,SE13 7TJ,2020
1053000,2020-12-09,SE23 3TH,2020
1750000,2020-12-11,SW11 1BA,2020
745000,2020-12-04,SW11 5LF,2020
575000,2020-12-03,SW16 2BY,2020
771000,2020-12-11,SE6 1NQ,2020
765000,2020-12-10,SE23 1EL,2020
2250000,2020-12-04,SW6 4AF,2020
1400000,2020-12-16,SW11 6LN,2020
1450000,2020-12-15,SW18 1RR,2020
975000,2020-12-16,SW18 2BG,2020
5500000,2020-09-14,NW3 4XY,2020
1600000,2020-12-17,SW4 9HQ,2020
965000,2020-12-08,SW18 5RR,2020
730000,2020-12-18,SW17 8SF,2020
1000000,2020-11-12,E5 0LY,2020
1500000,2020-12-10,SE3 9BJ,2020
940000,2020-12-16,SE27 0TA,2020
925000,2020-12-15,SW17 0JU,2020
460000,2020-12-16,BR1 5RN,2020
575000,2020-12-11,SE18 2QL,2020
425000,2020-12-18,SE6 1UB,2020
1380000,2020-12-09,W6 0HE,2020
1198000,2020-12-17,SW18 3AP,2020
1350000,2020-12-21,NW3 1QY,2020
640000,2020-05-12,SE22 0AR,2020
610000,2020-08-03,SE4 1UW,2020
466450,2020-07-30,SW18 1DT,2020
750000,2020-08-14,SE24 0EL,2020
200000,2020-08-28,SE23 3UN,2020
320000,2020-07-09,SE5 7EY,2020
420000,2020-08-17,SE21 8HU,2020
363250,2020-09-02,SW2 3BP,2020
900000,2020-08-03,TW9 2BS,2020
350000,2020-08-07,SE3 7HU,2020
461000,2020-06-22,SW19 6QY,2020
517500,2020-06-17,SE5 7RG,2020
368000,2020-08-03,SE15 3JN,2020
410000,2020-08-28,SE1 7BY,2020
380000,2020-08-19,SE12 0AL,2020
408500,2020-07-10,SW8 4HJ,2020
500000,2020-07-17,SW8 2QW,2020
405000,2020-07-21,DA15 8EA,2020
335000,2020-08-21,SE16 6SS,2020
775000,2020-08-21,TW12 1QE,2020
600000,2020-08-14,SE4 1YA,2020
632000,2020-08-21,SE1 7GN,2020
600000,2020-07-08,SE15 2NZ,2020
535000,2020-07-17,SW17 7AA,2020
870000,2020-07-23,SE24 0PX,2020
408000,2020-08-07,SE3 8BX,2020
320000,2020-07-24,SE16 6SS,2020
370000,2020-07-31,SE3 9LN,2020
2300000,2020-08-21,SW18 3LH,2020
375000,2020-08-03,SE15 6ED,2020
330000,2020-07-24,SW2 3EL,2020
555000,2020-08-18,TW1 1JU,2020
525000,2020-08-21,SW11 3AU,2020
744000,2020-02-19,SW11 4FS,2020
932750,2020-03-11,SW11 4FS,2020
