Price,Date,Postcode,Year
625000,2018-07-20,SW20 9NX,2018
300000,2018-08-10,CR5 3DH,2018
332000,2018-07-12,DA15 8RL,2018
300000,2018-07-27,DA15 7HY,2018
249500,2018-08-17,BR1 5QW,2018
272500,2018-07-20,CR5 2NL,2018
375000,2018-07-13,SW17 7UH,2018
265000,2018-07-13,BR2 9PQ,2018
360000,2018-07-10,KT2 5LT,2018
490000,2018-08-06,SE19 3RA,2018
395000,2018-08-03,SE6 3BH,2018
447000,2018-07-06,SE9 3NX,2018
300000,2018-06-22,DA6 8HT,2018
1800000,2018-07-26,SM2 5RP,2018
575000,2018-07-27,DA15 9AR,2018
252500,2018-07-13,DA14 6JT,2018
465000,2018-06-29,TN16 3XS,2018
335000,2018-08-07,SM5 1HS,2018
515000,2018-08-22,KT6 4ED,2018
690000,2018-08-02,BR5 1EL,2018
235000,2018-07-27,CR8 4AB,2018
395000,2018-07-30,SM1 2AZ,2018
305000,2018-08-10,BR2 0QU,2018
440000,2018-08-03,BR6 9XH,2018
300000,2018-08-10,SM4 5NA,2018
460000,2018-07-31,DA6 7HW,2018
540000,2018-08-09,BR3 6LN,2018
272000,2018-08-07,SE28 8QJ,2018
435000,2018-07-18,SM1 4DL,2018
485000,2018-07-13,SW19 2DX,2018
415000,2018-07-30,SM6 7NA,2018
350000,2018-07-24,SW20 0AN,2018
400000,2018-07-23,DA16 1LL,2018
335000,2018-07-31,CR2 6DB,2018
232500,2018-07-12,CR0 2UH,2018
1270000,2018-07-26,KT1 1HS,2018
475000,2018-08-10,BR4 0QY,2018
392500,2018-07-31,DA7 4LX,2018
600000,2018-08-10,CR5 2BH,2018
275000,2018-08-13,SE28 8QE,2018
160000,2018-07-24,CR2 6JF,2018
451000,2018-07-26,SM4 5QL,2018
670000,2018-08-14,DA5 3BP,2018
230000,2018-07-05,SM1 3SS,2018
615000,2018-08-24,SW20 8EL,2018
594500,2018-05-11,KT4 8RA,2018
367000,2018-05-16,BR6 0RT,2018
211000,2018-05-17,SE25 5NG,2018
485000,2018-03-29,BR1 3FZ,2018
552500,2018-05-11,SW17 9DP,2018
358870,2018-05-15,CR0 2NZ,2018
400000,2018-04-20,CR8 2NL,2018
320000,2018-05-24,SW16 5TS,2018
525000,2018-05-04,SM6 7GE,2018
180000,2018-05-21,SM4 4AR,2018
305000,2018-07-26,SE19 1SB,2018
398500,2018-05-24,KT2 5UF,2018
640000,2018-05-17,SM1 3LT,2018
323750,2018-04-30,SE20 7JF,2018
264000,2018-05-23,KT6 6LW,2018
390000,2018-05-11,KT5 8AX,2018
385000,2018-05-11,KT5 8AX,2018
450000,2018-07-13,SW20 9EP,2018
390000,2018-05-23,KT5 8AX,2018
575000,2018-05-18,KT5 8AX,2018
384995,2018-05-04,SE26 5FF,2018
575000,2018-03-29,SM6 7GE,2018
575000,2018-05-16,SM1 3LT,2018
599995,2018-04-30,SE26 5FF,2018
575000,2018-05-30,SM1 3LT,2018
446900,2018-04-30,SE26 5FD,2018
518995,2018-04-30,SE26 5FE,2018
320000,2018-05-30,SM2 5HE,2018
390000,2018-05-11,SE20 7TZ,2018
289950,2018-05-11,SE25 5BA,2018
280000,2018-08-07,KT9 2AY,2018
430000,2018-08-22,NW9 7HL,2018
600000,2018-08-10,BR3 4LG,2018
490000,2018-06-20,DA7 5RE,2018
785000,2018-08-07,HA5 4QG,2018
355000,2018-08-09,DA7 5QZ,2018
400000,2018-07-23,SM4 5QW,2018
445000,2018-08-15,KT3 5JG,2018
592500,2018-07-13,HA5 5AF,2018
1105000,2018-08-02,BR6 6AS,2018
630000,2018-07-30,SE25 4BN,2018
455000,2018-07-13,CR4 3JD,2018
490000,2018-07-10,BR6 9HT,2018
690000,2018-08-03,SE9 4RL,2018
590000,2018-08-02,CR5 2QD,2018
635000,2018-07-25,TW2 6HB,2018
510000,2018-07-03,DA15 9EZ,2018
692000,2018-07-19,N13 5AS,2018
426000,2018-10-05,UB1 1ED,2018
930000,2018-05-17,HA0 1NR,2018
735000,2018-09-26,EN3 5NB,2018
1150000,2018-11-15,NW4 1JP,2018
1050000,2018-09-14,HA2 0EN,2018
850000,2018-09-07,W5 3RN,2018
700000,2018-11-02,HA8 8JU,2018
330000,2018-09-28,HA0 4SW,2018
570000,2018-10-15,NW10 4QX,2018
475000,2018-03-28,DA7 6EP,2018
1450000,2018-07-16,SE24 0AB,2018
438500,2018-06-28,DA7 4SA,2018
802500,2018-07-17,BR1 2ER,2018
690000,2018-07-25,SW20 8BT,2018
585000,2018-08-15,KT17 2JW,2018
513000,2018-07-19,BR3 3RP,2018
575000,2018-07-23,SE13 7DQ,2018
762500,2018-08-10,SW17 0BT,2018
668000,2018-08-01,KT6 4JH,2018
940000,2018-07-27,SW19 3QH,2018
760000,2018-07-24,KT2 6LW,2018
370000,2018-08-10,CR0 1RW,2018
362500,2018-07-27,SW16 4BJ,2018
750000,2018-07-20,SW19 2NE,2018
290000,2018-07-16,SE20 8TY,2018
1425000,2018-07-20,SE1 8TB,2018
357000,2018-07-31,SE9 2BJ,2018
390000,2018-08-16,SE27 9BZ,2018
1125000,2018-08-03,SW11 3DW,2018
800000,2018-08-03,SW2 3TU,2018
385000,2018-07-27,BR6 0EW,2018
448000,2018-06-15,CR0 7DE,2018
710000,2018-08-10,SW19 1ET,2018
100000,2018-07-06,DA1 4SP,2018
588000,2018-07-31,SE12 8QH,2018
317500,2018-06-22,SW16 1NY,2018
320000,2018-06-01,SW19 2UA,2018
390000,2018-06-29,KT9 1XA,2018
3450000,2018-07-18,SW19 5NT,2018
1336000,2018-08-03,SW14 7RR,2018
350000,2018-07-30,SE2 0HZ,2018
770000,2018-07-27,TW9 4QQ,2018
320000,2018-07-26,BR5 4BW,2018
490000,2018-08-06,SM4 4PG,2018
315000,2018-07-19,SE9 4HH,2018
837500,2018-06-27,SW12 9PQ,2018
1200000,2018-08-03,SE9 5AG,2018
720000,2018-08-17,SW14 8JR,2018
555000,2018-07-31,KT2 6LL,2018
246000,2018-07-27,BR1 4AX,2018
665000,2018-06-29,TW12 2LU,2018
435000,2018-07-13,SM1 2PZ,2018
310000,2018-08-20,DA17 5ND,2018
624000,2018-08-10,TW10 5AZ,2018
395000,2018-07-24,CR8 5LL,2018
370000,2018-07-27,CR2 8PD,2018
435000,2018-07-31,CR0 8YE,2018
520000,2018-07-11,CR0 5NZ,2018
540000,2018-07-16,BR6 9NT,2018
1815000,2018-08-10,BR5 1PL,2018
700000,2018-08-06,BR2 0NJ,2018
340000,2018-07-13,DA5 3BA,2018
465000,2018-08-03,DA7 4NE,2018
290000,2018-07-30,SW16 4EY,2018
372500,2018-08-06,CR0 1RX,2018
305000,2018-08-10,BR2 0JW,2018
286600,2018-08-01,TW11 0JS,2018
260000,2018-08-01,CR2 6NY,2018
330000,2018-07-16,SM1 2LD,2018
287000,2018-08-17,SM4 4RZ,2018
345000,2018-07-27,SM4 5PN,2018
342500,2018-07-06,SM2 5TF,2018
325000,2018-07-20,CR2 6DB,2018
340000,2018-08-17,BR3 5EH,2018
385000,2018-06-22,KT2 5LH,2018
466000,2018-08-13,CR4 1DA,2018
970000,2018-07-18,CR8 1AN,2018
275000,2018-08-03,DA15 8QP,2018
590000,2018-08-09,KT3 5NU,2018
335000,2018-08-10,KT6 6EX,2018
231000,2018-08-14,DA8 1SF,2018
263000,2018-08-13,KT6 7RN,2018
575000,2018-08-07,BR6 9XD,2018
325000,2018-08-10,SE25 6TT,2018
1085000,2018-08-03,SW20 0LP,2018
350513,2018-06-19,CR8 2BH,2018
575000,2018-05-25,SM6 7GE,2018
320000,2018-07-30,KT5 8JW,2018
590000,2018-05-25,CR4 4FN,2018
450000,2018-05-25,CR4 4FN,2018
600000,2018-05-25,CR4 4FN,2018
389000,2018-05-04,SW20 8DH,2018
515000,2018-06-07,SM6 7GE,2018
1125000,2018-08-15,TW11 9JR,2018
355000,2018-06-13,SM1 4FQ,2018
279950,2018-06-13,SM1 4FQ,2018
250000,2018-06-27,SM5 3DD,2018
330000,2018-08-17,SM1 4NS,2018
427500,2018-06-08,SM4 6JB,2018
565000,2018-06-29,BR6 0HF,2018
200000,2018-02-23,BR1 2AY,2018
320000,2018-08-24,W5 2AL,2018
179900,2018-06-27,NW9 6GB,2018
487400,2018-08-24,N6 4HH,2018
382000,2018-06-28,CR0 7NA,2018
415000,2018-05-18,CR0 2NZ,2018
595000,2018-06-29,CR4 1GX,2018
386500,2018-08-24,KT3 3TL,2018
285000,2018-06-28,SW19 3SW,2018
845000,2018-07-06,SW19 7JF,2018
320000,2018-03-29,BR6 7FH,2018
599995,2018-06-29,BR6 0HF,2018
595000,2018-07-04,CR4 1GX,2018
400000,2018-06-22,CR2 6AF,2018
308000,2018-05-10,SW19 2RR,2018
470000,2018-06-08,CR4 4FN,2018
600000,2018-06-29,CR5 3FS,2018
423000,2018-06-27,BR6 0RT,2018
335000,2018-06-27,CR0 2WE,2018
565000,2018-06-12,KT6 7EY,2018
400000,2018-07-13,CR2 8LQ,2018
345000,2018-08-15,N18 2UP,2018
550000,2018-07-23,KT9 1PX,2018
350000,2018-07-11,HA2 0QH,2018
555000,2018-07-20,TW2 7DJ,2018
700000,2018-08-13,DA15 8AJ,2018
330000,2018-07-27,DA15 9NY,2018
415000,2018-07-26,RM5 3LJ,2018
950000,2018-08-17,BR2 7BZ,2018
490000,2018-08-13,NW9 6ET,2018
500000,2018-08-01,TW2 6DW,2018
350000,2018-07-06,KT9 1EG,2018
735000,2018-08-03,CR5 3JH,2018
580000,2018-07-18,EN5 2HB,2018
612500,2018-07-27,EN4 8EZ,2018
400000,2018-08-03,SE2 0SE,2018
1400000,2018-08-06,N21 2NE,2018
480000,2018-07-27,EN1 1EF,2018
975000,2018-08-02,N8 0AT,2018
920000,2018-10-15,N4 2EF,2018
875000,2018-10-01,E5 0PP,2018
3000000,2018-10-08,W11 1DJ,2018
5000000,2018-10-12,SW6 4UH,2018
17850000,2018-10-05,SW10 9LP,2018
2990000,2018-09-28,SW10 0TQ,2018
1505000,2018-10-24,SW4 8QQ,2018
17500000,2018-09-25,SW10 9LR,2018
1170000,2018-09-25,SW4 8QE,2018
1175000,2018-10-05,SW4 6AE,2018
925000,2018-10-19,W6 9BE,2018
1100000,2018-10-02,W6 9BE,2018
1200000,2018-10-15,N1 4RH,2018
1235000,2018-10-12,N19 3JY,2018
780000,2018-10-05,SE7 7LE,2018
821000,2018-09-14,SE23 3TE,2018
1080000,2018-09-17,N16 6JL,2018
425000,2018-10-02,SE12 9SZ,2018
1249000,2018-09-28,W10 6AF,2018
340000,2018-10-01,SE18 2SF,2018
1020000,2018-09-28,SE21 8HA,2018
870000,2018-09-25,SE14 5LW,2018
445000,2018-10-16,SE27 9LD,2018
775000,2018-10-15,SE10 0LL,2018
2750000,2018-08-30,SW18 1LX,2018
600000,2018-09-03,SW17 8TP,2018
5430250,2018-09-25,W8 7EL,2018
1037500,2018-09-28,SE3 0NS,2018
881500,2018-09-21,SW17 0QF,2018
770000,2018-09-28,SW12 0JX,2018
675000,2018-08-23,SE26 5LD,2018
1280000,2018-10-19,SW12 8BL,2018
491000,2018-10-22,EN3 6FT,2018
265000,2018-05-11,TW13 4SG,2018
825000,2018-11-16,W14 0PU,2018
278000,2018-08-22,RM3 0JE,2018
275000,2018-10-01,IG6 2UX,2018
1735000,2018-10-19,SW7 5NS,2018
1050000,2018-10-25,W6 9BF,2018
96750,2018-11-14,RM3 0FT,2018
430000,2018-08-03,BR2 9BJ,2018
365000,2018-07-26,SE3 8PZ,2018
405000,2018-07-30,SE9 1JZ,2018
640000,2018-07-20,SE9 5TJ,2018
490000,2018-06-08,DA16 1HS,2018
605000,2018-08-03,SW20 8BE,2018
750000,2018-07-27,SM5 3DZ,2018
1350000,2018-10-22,EN2 8PT,2018
1600000,2018-10-22,EN2 8PT,2018
49716000,2018-10-24,NW9 6JX,2018
385000,2018-08-29,N15 5DX,2018
887500,2018-10-26,N8 0QY,2018
555000,2018-11-19,NW2 7LH,2018
380000,2018-07-06,UB1 3AN,2018
397000,2018-11-22,EN1 1RD,2018
362000,2018-10-26,N9 0RP,2018
3000000,2018-11-15,NW2 7AX,2018
655000,2018-10-10,NW9 9DJ,2018
405000,2018-11-07,EN3 6BG,2018
10000,2018-11-07,N15 6BU,2018
450000,2018-10-31,NW7 4HB,2018
950000,2018-10-19,HA5 3BP,2018
670000,2018-11-21,N15 6QD,2018
570000,2018-10-24,N17 9AT,2018
422250,2018-10-19,EN2 0NJ,2018
13000,2018-11-12,NW11 0DA,2018
500000,2018-10-10,NW4 4XB,2018
19000,2018-10-24,W13 8LE,2018
495000,2018-11-06,HA0 1UN,2018
592000,2018-09-21,HA4 9HH,2018
478000,2018-10-24,HA1 3AN,2018
1287500,2018-07-29,NW4 1TG,2018
3000,2018-11-06,W13 9JT,2018
482000,2018-10-25,TW3 4HA,2018
925000,2018-10-01,N8 0BL,2018
11290,2018-10-14,TW8 9NW,2018
900000,2018-11-14,W5 3LR,2018
408000,2018-11-01,EN3 4RN,2018
313000,2018-10-31,N4 1NS,2018
410000,2018-10-30,NW9 5DB,2018
317500,2018-10-31,EN3 6PE,2018
380000,2018-10-12,TW4 5EA,2018
560000,2018-11-14,N15 4AR,2018
3050000,2018-11-09,N22 5JX,2018
195000,2018-10-26,EN1 3TD,2018
232000,2018-10-30,EN3 7FG,2018
274000,2018-10-05,UB1 3PD,2018
1343122,2018-10-18,UB8 1FQ,2018
330000,2018-10-12,TW13 4QL,2018
210000,2018-11-09,NW4 4RE,2018
220000,2018-09-20,NW4 4UJ,2018
220000,2018-09-20,NW4 4UJ,2018
17875000,2018-08-22,UB1 1LA,2018
732000,2018-03-22,HA1 2SL,2018
250700,2018-11-02,UB7 7UL,2018
1000,2018-11-12,W3 8SB,2018
330000,2018-10-30,W3 8TH,2018
230000,2018-11-26,N18 2LP,2018
850000,2018-11-16,W4 2HU,2018
218950,2018-10-19,UB9 6JQ,2018
1558080,2018-11-01,UB2 5FB,2018
11326,2018-10-29,N15 5LE,2018
393510,2018-09-24,NW4 3RU,2018
375000,2018-10-24,N15 6QL,2018
50000,2018-06-14,W3 7RD,2018
27999,2018-04-26,N22 6BS,2018
325000,2018-10-01,N15 3LD,2018
390000,2018-10-19,W3 9JQ,2018
1400000,2018-07-23,SW11 2JP,2018
950000,2018-07-27,SE22 0SB,2018
415000,2018-08-13,SE9 1SW,2018
560000,2018-07-04,BR6 8EY,2018
675000,2018-08-20,SW14 8HB,2018
365000,2018-07-27,DA17 5QN,2018
675000,2018-08-15,SE4 1JU,2018
290000,2018-07-02,TN16 3SP,2018
372000,2018-08-03,TN16 3TS,2018
435000,2018-07-20,KT9 1RY,2018
467500,2018-07-19,SE19 3ES,2018
430000,2018-08-10,DA16 1EH,2018
1117500,2018-08-20,SW18 1AP,2018
725000,2018-07-20,BR4 0RA,2018
500000,2018-08-13,BR3 4QW,2018
1050000,2018-07-26,SW13 0JS,2018
1595000,2018-08-15,SW18 3JY,2018
525000,2018-01-08,KT5 8BN,2018
620000,2018-07-20,SW12 9SH,2018
716000,2018-07-23,CR5 2EB,2018
632630,2018-07-13,SE13 7JF,2018
260000,2018-07-31,BR3 5BE,2018
491500,2018-08-24,SE19 3ES,2018
1450000,2018-07-23,SW19 7QR,2018
285250,2018-06-29,SE9 2AP,2018
312000,2018-06-28,SE6 2AZ,2018
475000,2018-07-26,SE25 5EU,2018
1020000,2018-08-03,BR7 5SJ,2018
365000,2018-07-31,DA7 4JW,2018
540750,2018-07-06,SW18 3NN,2018
570000,2018-07-31,CR8 4AA,2018
246000,2018-08-03,BR1 3HA,2018
540000,2018-08-01,DA15 7JW,2018
550000,2018-08-16,TW2 6SW,2018
598000,2018-07-16,SW9 0NU,2018
490000,2018-08-14,BR4 0RU,2018
270000,2018-08-09,KT6 4DL,2018
435000,2018-07-26,BR3 4AP,2018
632500,2018-06-28,SW9 7HS,2018
402000,2018-07-27,SE3 8JS,2018
303000,2018-07-18,DA1 3PE,2018
405000,2018-08-06,SM5 2HH,2018
375000,2018-07-23,DA14 4PS,2018
380000,2018-08-08,SM5 1ES,2018
650000,2018-07-20,TW10 7YA,2018
355000,2018-07-16,BR1 4QZ,2018
825000,2018-07-20,TW9 4QH,2018
430000,2018-07-27,SW11 3HZ,2018
451250,2018-08-01,TW2 6ER,2018
225000,2018-07-20,SW15 5DS,2018
375000,2018-07-16,SM4 6QD,2018
300000,2018-07-25,SW15 3ED,2018
692500,2018-07-27,BR6 9EQ,2018
263000,2018-08-09,SM6 8PU,2018
462500,2018-08-13,DA16 2DX,2018
740000,2018-08-15,KT6 4DJ,2018
1375000,2018-07-11,SW14 8QE,2018
1670000,2018-07-31,SW15 1DQ,2018
525000,2018-07-09,SE20 7EE,2018
375000,2018-07-31,SE26 6UJ,2018
240000,2018-07-13,DA8 1BF,2018
220000,2018-07-31,CR0 2DG,2018
510000,2018-08-17,SW19 1XB,2018
316000,2018-08-10,CR2 6PR,2018
224000,2018-07-27,DA8 1BF,2018
515000,2018-08-23,KT1 1AZ,2018
306000,2018-08-10,KT6 4PU,2018
1625000,2018-07-09,SW19 7BA,2018
355000,2018-07-27,SE20 8AX,2018
321000,2018-08-03,BR5 3NX,2018
330000,2018-06-25,SM5 1DF,2018
297500,2018-08-16,DA17 5JY,2018
325000,2018-06-22,SM6 8SW,2018
280000,2018-08-03,CR2 6AQ,2018
700000,2018-07-25,BR3 3FZ,2018
315000,2018-07-04,SM5 2PZ,2018
250000,2018-08-17,SE20 7HJ,2018
360000,2018-07-03,DA17 6ET,2018
800000,2018-07-19,SW19 4HW,2018
303000,2018-08-06,KT9 2LB,2018
545000,2018-08-14,BR6 6DS,2018
305000,2018-08-15,SE28 8RX,2018
365000,2018-06-27,CR7 7JZ,2018
285000,2018-08-01,BR2 8JN,2018
1250000,2018-07-31,KT3 3AX,2018
1700000,2018-08-16,BR7 6QS,2018
400000,2018-08-09,DA16 3ES,2018
770000,2018-06-26,BR3 3GE,2018
288400,2018-07-31,SM6 8BJ,2018
275000,2018-05-03,CR7 8QQ,2018
477500,2018-05-31,BR6 9AG,2018
689995,2018-06-29,CR5 3FR,2018
819995,2018-06-29,CR5 3FS,2018
555000,2018-06-29,CR0 6FL,2018
375000,2018-06-29,KT6 7EY,2018
545000,2018-05-25,KT6 7EY,2018
1000000,2018-03-23,KT5 8BY,2018
365000,2018-06-29,KT6 7EY,2018
325000,2018-07-06,DA6 8EN,2018
579995,2018-06-29,CR5 3GW,2018
443000,2018-05-04,BR6 0RT,2018
435000,2018-07-31,SW19 3TH,2018
380000,2018-04-24,SM6 9BY,2018
665995,2018-06-29,CR5 3GL,2018
665995,2018-08-01,CR5 3GL,2018
411500,2018-07-30,BR2 8EW,2018
377500,2018-07-27,CR7 7JX,2018
565000,2018-06-04,KT6 7EY,2018
550000,2018-06-04,KT6 7EY,2018
355000,2018-07-19,DA16 1EJ,2018
410000,2018-06-13,BR4 0JY,2018
362000,2018-08-21,DA16 3LA,2018
574995,2018-06-29,CR5 3FR,2018
965000,2018-07-27,SW18 5DB,2018
1327000,2018-07-20,SW14 7QA,2018
446000,2018-07-31,SE9 3TL,2018
460000,2018-08-13,SM5 3HN,2018
680000,2018-07-24,KT5 9AE,2018
900000,2018-07-27,TW9 2BS,2018
170000,2018-07-27,CR0 6LW,2018
450000,2018-07-13,BR7 5AY,2018
350000,2018-06-20,SM4 6LL,2018
242500,2018-10-18,N18 2DA,2018
555000,2018-08-01,RM1 4ST,2018
402000,2018-10-15,W4 3EQ,2018
532500,2018-11-26,N14 6DG,2018
495000,2018-12-19,EN5 2LX,2018
280000,2018-11-07,UB5 4JJ,2018
1260000,2018-07-17,TW7 4QJ,2018
425000,2018-04-27,CR4 1EF,2018
430000,2018-07-20,SW16 4HH,2018
415000,2018-07-27,CR4 1EN,2018
445000,2018-08-15,KT3 6HD,2018
740000,2018-07-18,TW9 4JB,2018
515000,2018-08-15,IG3 9SX,2018
735000,2018-07-02,BR3 5PA,2018
745000,2018-07-20,TW12 2AY,2018
535000,2018-06-15,SM6 8NT,2018
425000,2018-08-16,CR4 3LF,2018
500000,2018-08-10,SW16 5EZ,2018
509354,2018-07-25,SW16 3RY,2018
55000,2018-11-14,SE19 1NR,2018
1000001,2018-11-14,SW1V 1RB,2018
41000000,2018-11-16,SW1X 7SH,2018
980000,2018-11-22,NW2 3TN,2018
830000,2018-10-12,SW8 1NH,2018
350000,2018-10-31,BR1 4PL,2018
450000,2018-10-25,SE6 1TL,2018
1100000,2018-09-21,SE27 9AW,2018
1400000,2018-09-25,SW2 2JR,2018
960000,2018-10-04,SE3 0NS,2018
400000,2018-08-24,BR1 5QB,2018
1287430,2018-09-28,SW11 6RS,2018
544000,2018-10-25,SE9 3RL,2018
1200000,2018-10-19,SW11 6DG,2018
802000,2018-10-10,SE8 4JQ,2018
1397000,2018-10-17,SW11 6DT,2018
1281400,2018-09-21,SW11 6BZ,2018
390000,2018-09-26,SE9 2RJ,2018
1090000,2018-10-05,E9 5DX,2018
700000,2018-10-03,SW17 0JX,2018
1035000,2018-10-18,SW4 7LQ,2018
1022000,2018-09-28,SE23 3BW,2018
2250000,2018-09-24,W1H 1FS,2018
2450000,2018-10-04,SW6 6EX,2018
3400000,2018-10-12,SW6 3TF,2018
1600000,2018-10-22,N5 1XG,2018
1615000,2018-09-28,SW6 5LR,2018
1515000,2018-09-28,SW4 9HD,2018
1480000,2018-08-31,SW11 6SA,2018
2670999,2018-09-04,SW1V 1QN,2018
745000,2018-09-28,SE15 3AS,2018
1040000,2018-09-14,E8 2NN,2018
1130000,2018-09-28,SE15 3NX,2018
913100,2018-09-20,N4 3BJ,2018
1560000,2018-09-07,SW6 3RJ,2018
4465000,2018-09-28,W2 4TT,2018
1811750,2018-10-26,N1 1HS,2018
1900000,2018-10-03,SW11 6AE,2018
1215000,2018-10-18,W12 0LP,2018
3000000,2018-09-21,SW17 8QL,2018
782000,2018-08-20,TW10 5DN,2018
552500,2018-07-31,TW2 6PD,2018
885000,2018-07-17,TW2 5LJ,2018
850000,2018-08-17,SW12 0JJ,2018
865000,2018-08-07,SW12 0HB,2018
1800000,2018-10-15,EC1R 3AP,2018
630000,2018-09-26,SW6 1NR,2018
2525000,2018-10-16,W2 3RL,2018
1500000,2018-10-26,E5 8AJ,2018
250000,2018-11-19,SE27 9AX,2018
32500,2018-10-19,W12 7BW,2018
865000,2018-10-26,SW8 4RA,2018
1720000,2018-10-26,WC1N 3AD,2018
38822000,2018-11-01,W1K 1AL,2018
1440000,2018-11-12,SW6 2TF,2018
38000,2018-10-26,W11 1DH,2018
30718,2018-11-19,SW6 6NJ,2018
350000,2018-07-04,N16 5PQ,2018
10600000,2018-10-12,SW9 9AP,2018
1200000,2018-11-06,SW1W 8DA,2018
680000,2018-07-12,SE26 5PP,2018
8100,2018-11-02,N8 0NX,2018
3447500,2018-10-25,HA9 0EW,2018
525000,2018-11-09,NW2 7JH,2018
21000,2018-10-31,NW4 1BY,2018
835000,2018-11-16,TW12 1NL,2018
450000,2018-05-21,HA3 0HD,2018
495000,2018-03-09,NW10 2JR,2018
1060000,2018-06-15,N6 5JG,2018
345000,2018-11-05,HA2 8LH,2018
39000,2018-10-22,N18 1RX,2018
521000,2018-10-15,HA1 4SB,2018
350000,2018-10-31,EN3 6LF,2018
455000,2018-10-19,HA6 2UR,2018
995000,2018-10-05,W4 2NB,2018
725000,2018-10-22,N2 8AT,2018
36000,2018-10-25,NW11 8ES,2018
800000,2018-11-09,N15 6NB,2018
425000,2018-11-05,HA8 9XF,2018
650000,2018-11-02,TW1 1BP,2018
325000,2018-10-12,EN3 5PG,2018
320000,2018-10-29,N9 0PA,2018
110000,2018-11-02,N18 2XU,2018
500000,2018-10-10,NW4 4XB,2018
510000,2018-10-22,TW13 5DJ,2018
1300000,2018-11-14,NW4 2RP,2018
167000,2018-10-31,NW4 4QR,2018
1000000,2018-10-11,NW10 1EJ,2018
550000,2018-11-20,HA8 5JA,2018
375000,2018-10-19,EN3 7AZ,2018
750000,2018-10-08,N8 0RE,2018
745000,2018-11-02,NW11 9BS,2018
445000,2018-09-07,N22 7TQ,2018
750000,2018-10-31,W5 4DA,2018
2000,2018-11-22,E10 7LD,2018
300000,2018-11-05,NW4 1EL,2018
